,freq,fake,reliable,idf_weight,fakeness_score
their,"(77, 304)","(35.896467031928964, 307.1803503882142)","(27.47252747252747, 73.48196248196248)",4.8523503151305425,-0.9201761894372421

an,"(94, 302)","(43.453617986019275, 300.0837746366713)","(54.94505494505494, 440.8917748917749)",4.655411402424838,0.23040249504080346

about,"(87, 262)","(40.61968637823541, 264.6008958789568)","(27.47252747252747, 73.48196248196248)",4.731867839034049,-0.8618384293032549

blockchain,"(130, 260)","(61.40185150198376, 263.5870993430221)","(0.0, 0.0)",4.334379981206529,-1.0

will,"(71, 253)","(33.062535424145096, 253.44913398367507)","(27.47252747252747, 220.44588744588745)",4.932286327685279,-0.07471616193891584

us,"(79, 250)","(36.841110901190255, 251.42154091180566)","(27.47252747252747, 146.96392496392497)",4.827064517901869,-0.3411427600862521

more,"(84, 250)","(38.73039863971283, 251.42154091180566)","(54.94505494505494, 146.96392496392497)",4.766513336396854,-0.3411427600862521

which,"(84, 249)","(38.73039863971283, 249.3939478399363)","(54.94505494505494, 220.44588744588745)",4.766513336396854,-0.06556378589574541

can,"(81, 248)","(37.3134328358209, 248.38015130400157)","(54.94505494505494, 220.44588744588745)",4.8024023555178,-0.06327390637741159

who,"(67, 240)","(30.70092575099188, 241.28357555245867)","(54.94505494505494, 146.96392496392497)",4.989363158820717,-0.3103149559618755

so,"(68, 239)","(30.70092575099188, 239.25598248058927)","(82.41758241758241, 220.44588744588745)",4.974785641202558,-0.042637880147359475

were,"(69, 236)","(31.645569620253166, 235.2007963368505)","(54.94505494505494, 293.92784992784993)",4.9604175779356385,0.12419990750367882

if,"(71, 236)","(33.062535424145096, 237.22838940871986)","(27.47252747252747, 146.96392496392497)",4.932286327685279,-0.29779415203716153

what,"(70, 232)","(32.590213489514454, 234.18699980091577)","(27.47252747252747, 73.48196248196248)",4.946253035166988,-0.7981519981822377

been,"(73, 231)","(33.534857358775746, 228.10422058530756)","(54.94505494505494, 440.8917748917749)",4.904924839674141,0.43530720704306414

one,"(70, 219)","(32.11789155488381, 214.92486561815647)","(54.94505494505494, 514.3737373737374)",4.946253035166988,0.6022282814783713

there,"(63, 214)","(29.283959947099945, 215.93866215409116)","(27.47252747252747, 73.48196248196248)",5.049896008049559,-0.7484101869525903

he,"(49, 213)","(22.19913092764028, 200.73171411507067)","(54.94505494505494, 1102.2294372294373)",5.296319363885363,0.9778309257173259

trump,"(132, 209)","(62.34649537124504, 211.88347601035235)","(0.0, 0.0)",4.319239646575117,-1.0

like,"(61, 207)","(27.86699414320801, 207.82828986661357)","(54.94505494505494, 146.96392496392497)",5.08159438303675,-0.2041626768301954

would,"(56, 205)","(25.50538447005479, 205.80069679474417)","(54.94505494505494, 146.96392496392497)",5.165536255314218,-0.19754272689221197

these,"(75, 197)","(34.95182316266767, 196.67652797133186)","(27.47252747252747, 220.44588744588745)",4.8782921071085426,0.06035410207649483

peopl,"(53, 184)","(24.5607406007935, 183.49717300418075)","(27.47252747252747, 220.44588744588745)",5.219506186123747,0.10034044864201297

no,"(63, 183)","(29.756281881730587, 185.52476607605016)","(0.0, 0.0)",5.049896008049559,-1.0

up,"(60, 179)","(27.39467220857737, 176.40059725263785)","(54.94505494505494, 367.4098124098124)",5.097828505798633,0.4940526576740836

do,"(60, 179)","(27.39467220857737, 177.41439378857257)","(54.94505494505494, 293.92784992784993)",5.097828505798633,0.3170511492509325

my,"(40, 178)","(18.420555450595128, 176.40059725263785)","(27.47252747252747, 293.92784992784993)",5.4943322504739935,0.3213268289136926

also,"(78, 177)","(36.368788966559606, 178.42819032450726)","(27.47252747252747, 73.48196248196248)",4.839627497202574,-0.6132383815034863

hi,"(47, 169)","(21.726808993009637, 163.22124228548674)","(27.47252747252747, 587.8556998556999)",5.3370581948644675,0.8619274469039477

some,"(71, 168)","(33.062535424145096, 169.30402150109495)","(27.47252747252747, 73.48196248196248)",4.932286327685279,-0.5730220341778928

our,"(62, 159)","(28.339316077838657, 158.15225960581324)","(54.94505494505494, 220.44588744588745)",5.065619602429015,0.19443463400696914

time,"(64, 158)","(29.756281881730587, 158.15225960581324)","(27.47252747252747, 146.96392496392497)",5.034415822761659,-0.03804652755776605

just,"(59, 158)","(26.922350273946723, 157.13846306987855)","(54.94505494505494, 220.44588744588745)",5.114330530435021,0.19875723985970817

into,"(60, 155)","(27.39467220857737, 153.08327692613975)","(54.94505494505494, 293.92784992784993)",5.097828505798633,0.430105396289743

had,"(47, 153)","(21.25448705837899, 152.06948039020506)","(54.94505494505494, 220.44588744588745)",5.3370581948644675,0.22110691779208125

when,"(60, 152)","(26.922350273946723, 150.04188731833565)","(82.41758241758241, 293.92784992784993)",5.097828505798633,0.4458318539549413

veri,"(46, 146)","(21.726808993009637, 148.01429424646625)","(0.0, 0.0)",5.358067370953811,-1.0

bitcoin,"(131, 143)","(61.8741734366144, 144.97290463866216)","(0.0, 0.0)",4.326781160447903,-1.0

over,"(62, 142)","(29.283959947099945, 143.95910810272744)","(0.0, 0.0)",5.065619602429015,-1.0

out,"(66, 141)","(31.17324768562252, 142.94531156679275)","(0.0, 0.0)",5.004156327998547,-1.0

stock,"(132, 140)","(62.34649537124504, 141.93151503085804)","(0.0, 0.0)",4.319239646575117,-1.0

think,"(72, 140)","(33.062535424145096, 138.89012542305395)","(54.94505494505494, 220.44588744588745)",4.91851200522045,0.2854431579788712

new,"(64, 139)","(29.283959947099945, 134.83493927931514)","(54.94505494505494, 440.8917748917749)",5.034415822761659,0.8127003145795098

how,"(66, 139)","(30.70092575099188, 139.90392195898863)","(27.47252747252747, 73.48196248196248)",5.004156327998547,-0.4235095982402005

mani,"(62, 135)","(28.8116380124693, 134.83493927931514)","(27.47252747252747, 146.96392496392497)",5.065619602429015,0.04494685726427239

could,"(52, 134)","(24.088418666162855, 133.82114274338045)","(27.47252747252747, 146.96392496392497)",5.23816344372829,0.049066343561969816

now,"(57, 133)","(26.922350273946723, 134.83493927931514)","(0.0, 0.0)",5.148174708118317,-1.0

exceed,"(130, 131)","(61.40185150198376, 132.80734620744573)","(0.0, 0.0)",4.334379981206529,-1.0

search,"(130, 130)","(61.40185150198376, 131.79354967151104)","(0.0, 0.0)",4.334379981206529,-1.0

other,"(58, 130)","(26.922350273946723, 129.76595659964164)","(27.47252747252747, 146.96392496392497)",5.13110944756413,0.06616850951084507

ani,"(47, 129)","(22.19913092764028, 130.77975313557633)","(0.0, 0.0)",5.3370581948644675,-1.0

see,"(47, 127)","(21.726808993009637, 126.72456699183753)","(27.47252747252747, 146.96392496392497)",5.3370581948644675,0.0796863869109532

me,"(37, 122)","(17.003589646703194, 120.64178777622934)","(27.47252747252747, 220.44588744588745)",5.570126089843527,0.3915574474925134

becaus,"(41, 121)","(19.365199319856416, 122.66938084809874)","(0.0, 0.0)",5.470292631287847,-1.0

two,"(86, 121)","(39.675042508974116, 119.62799124029463)","(54.94505494505494, 220.44588744588745)",4.743283488117726,0.3980931103044334

first,"(57, 118)","(26.450028339316077, 118.61419470435993)","(27.47252747252747, 73.48196248196248)",5.148174708118317,-0.29779415203716153

onli,"(60, 116)","(27.86699414320801, 116.58660163249054)","(27.47252747252747, 73.48196248196248)",5.097828505798633,-0.2851700461075374

even,"(50, 116)","(23.616096731532213, 117.60039816842524)","(0.0, 0.0)",5.276555874766524,-1.0

after,"(54, 116)","(24.5607406007935, 114.55900856062114)","(54.94505494505494, 220.44588744588745)",5.201190655817314,0.4318348539642505

said,"(52, 115)","(23.616096731532213, 109.49002588094763)","(54.94505494505494, 514.3737373737374)",5.23816344372829,0.9516472044370388

way,"(49, 115)","(22.671452862270925, 113.54521202468644)","(27.47252747252747, 220.44588744588745)",5.296319363885363,0.43879748651831996

than,"(52, 110)","(23.616096731532213, 109.49002588094763)","(54.94505494505494, 146.96392496392497)",5.23816344372829,0.16947810143052466

then,"(44, 105)","(20.309843189117704, 102.39345012940473)","(27.47252747252747, 293.92784992784993)",5.40145812546755,0.7330490759972204

may,"(47, 105)","(22.19913092764028, 106.44863627314353)","(0.0, 0.0)",5.3370581948644675,-1.0

them,"(53, 104)","(24.5607406007935, 104.42104320127413)","(27.47252747252747, 73.48196248196248)",5.219506186123747,-0.20746570359812055

most,"(49, 103)","(23.143774796901567, 104.42104320127413)","(0.0, 0.0)",5.296319363885363,-1.0

through,"(51, 101)","(23.143774796901567, 100.36585705753534)","(54.94505494505494, 146.96392496392497)",5.257175423216862,0.22805901868529932

those,"(45, 95)","(20.782165123748346, 95.29687437786183)","(27.47252747252747, 73.48196248196248)",5.37952742197358,-0.14735651059048682

get,"(44, 94)","(20.782165123748346, 95.29687437786183)","(0.0, 0.0)",5.40145812546755,-1.0

take,"(45, 93)","(20.782165123748346, 92.25548477005773)","(27.47252747252747, 146.96392496392497)",5.37952742197358,0.28811103748002553

world,"(39, 92)","(17.948233515964482, 90.22789169818833)","(27.47252747252747, 220.44588744588745)",5.518964037663659,0.6179031781338062

fact,"(69, 92)","(32.590213489514454, 93.26928130599242)","(0.0, 0.0)",4.9604175779356385,-1.0

global,"(25, 88)","(11.335726431135463, 88.20029862631893)","(27.47252747252747, 73.48196248196248)",5.948405057647535,-0.09981582234989061

much,"(37, 85)","(17.475911581333836, 86.17270555444952)","(0.0, 0.0)",5.570126089843527,-1.0

her,"(24, 85)","(11.335726431135463, 86.17270555444952)","(0.0, 0.0)",5.987472525838444,-1.0

such,"(46, 84)","(21.726808993009637, 85.15890901851483)","(0.0, 0.0)",5.358067370953811,-1.0

here,"(43, 83)","(19.837521254487058, 83.13131594664543)","(27.47252747252747, 73.48196248196248)",5.423880589523383,-0.06556378589574541

dont,"(38, 82)","(17.475911581333836, 82.11751941071073)","(27.47252747252747, 73.48196248196248)",5.544217904984863,-0.058692172019718325

use,"(44, 80)","(20.309843189117704, 80.08992633884132)","(27.47252747252747, 73.48196248196248)",5.40145812546755,-0.044932893424756926

where,"(40, 79)","(18.420555450595128, 79.07612980290662)","(27.47252747252747, 73.48196248196248)",5.4943322504739935,-0.03804652755776605

govern,"(37, 77)","(17.475911581333836, 78.06233326697192)","(0.0, 0.0)",5.570126089843527,-1.0

war,"(16, 76)","(7.557150954090308, 77.04853673103722)","(0.0, 0.0)",6.371261908467568,-1.0

presid,"(29, 75)","(13.225014169658039, 74.00714712323312)","(27.47252747252747, 146.96392496392497)",5.805815200221352,0.4565179382193374

russia,"(14, 74)","(6.612507084829019, 75.02094365916783)","(0.0, 0.0)",6.495645628155304,-1.0

well,"(41, 74)","(19.365199319856416, 75.02094365916783)","(0.0, 0.0)",5.470292631287847,-1.0

dure,"(35, 73)","(16.531267712072548, 74.00714712323312)","(0.0, 0.0)",5.624047506637347,-1.0

industri,"(18, 73)","(8.501794823351597, 74.00714712323312)","(0.0, 0.0)",6.260652036923599,-1.0

long,"(36, 73)","(17.003589646703194, 74.00714712323312)","(0.0, 0.0)",5.596723402362794,-1.0

realli,"(28, 72)","(13.225014169658039, 72.99335058729842)","(0.0, 0.0)",5.839602197798736,-1.0

against,"(33, 72)","(15.58662384281126, 72.99335058729842)","(0.0, 0.0)",5.681042987686712,-1.0

report,"(19, 72)","(8.501794823351597, 71.97955405136372)","(27.47252747252747, 73.48196248196248)",6.209620556911153,0.010435976622644727

day,"(40, 70)","(18.420555450595128, 67.92436790762493)","(27.47252747252747, 220.44588744588745)",5.4943322504739935,0.8085165822032143

she,"(20, 69)","(9.446438692612885, 69.95196097949432)","(0.0, 0.0)",6.161067331494162,-1.0

news,"(35, 69)","(16.531267712072548, 69.95196097949432)","(0.0, 0.0)",5.624047506637347,-1.0

own,"(32, 69)","(15.114301908180616, 69.95196097949432)","(0.0, 0.0)",5.710807089593166,-1.0

back,"(35, 69)","(15.58662384281126, 67.92436790762493)","(54.94505494505494, 146.96392496392497)",5.624047506637347,0.5239872284619347

year,"(31, 68)","(14.169658038919328, 67.92436790762493)","(27.47252747252747, 73.48196248196248)",5.741484341840213,0.04088736005518068

around,"(45, 68)","(20.782165123748346, 67.92436790762493)","(27.47252747252747, 73.48196248196248)",5.37952742197358,0.04088736005518068

made,"(43, 68)","(19.837521254487058, 66.91057137169022)","(27.47252747252747, 146.96392496392497)",5.423880589523383,0.5357757255631486

feel,"(20, 68)","(8.974116757982241, 67.92436790762493)","(27.47252747252747, 73.48196248196248)",6.161067331494162,0.04088736005518068

life,"(26, 67)","(11.808048365766107, 65.89677483575552)","(27.47252747252747, 146.96392496392497)",5.910806644090528,0.5477121347358926

someth,"(39, 67)","(18.420555450595128, 67.92436790762493)","(0.0, 0.0)",5.518964037663659,-1.0

space,"(8, 66)","(3.778575477045154, 66.91057137169022)","(0.0, 0.0)",7.002065958453379,-1.0

financi,"(18, 64)","(8.501794823351597, 64.88297829982082)","(0.0, 0.0)",6.260652036923599,-1.0

befor,"(42, 64)","(18.89287738522577, 62.855385227951416)","(54.94505494505494, 146.96392496392497)",5.44681737486648,0.5843637877163905

secur,"(17, 64)","(8.029472888720953, 64.88297829982082)","(0.0, 0.0)",6.3144284337044025,-1.0

both,"(36, 63)","(16.531267712072548, 62.855385227951416)","(27.47252747252747, 73.48196248196248)",5.596723402362794,0.08433118403911077

right,"(36, 63)","(16.531267712072548, 62.855385227951416)","(27.47252747252747, 73.48196248196248)",5.596723402362794,0.08433118403911077

between,"(40, 63)","(18.89287738522577, 63.86918176388612)","(0.0, 0.0)",5.4943322504739935,-1.0

sinc,"(34, 62)","(16.058945777441906, 62.855385227951416)","(0.0, 0.0)",5.652139241504362,-1.0

stori,"(56, 62)","(26.450028339316077, 62.855385227951416)","(0.0, 0.0)",5.165536255314218,-1.0

off,"(28, 61)","(13.225014169658039, 61.84158869201672)","(0.0, 0.0)",5.839602197798736,-1.0

weather,"(6, 61)","(2.8339316077838657, 61.84158869201672)","(0.0, 0.0)",7.250245587928913,-1.0

did,"(28, 60)","(12.752692235027395, 59.81399562014732)","(27.47252747252747, 73.48196248196248)",5.839602197798736,0.11375934634096518

gold,"(7, 60)","(3.3062535424145096, 60.82779215608202)","(0.0, 0.0)",7.1184763102977895,-1.0

while,"(42, 60)","(19.837521254487058, 60.82779215608202)","(0.0, 0.0)",5.44681737486648,-1.0

go,"(30, 60)","(13.697336104288684, 55.758809476408516)","(27.47252747252747, 367.4098124098124)",5.773132552790994,0.9925523216490879

should,"(35, 60)","(16.531267712072548, 60.82779215608202)","(0.0, 0.0)",5.624047506637347,-1.0

order,"(24, 60)","(11.335726431135463, 60.82779215608202)","(0.0, 0.0)",5.987472525838444,-1.0

down,"(31, 59)","(14.641979973549972, 59.81399562014732)","(0.0, 0.0)",5.741484341840213,-1.0

support,"(28, 59)","(12.752692235027395, 58.80019908421262)","(27.47252747252747, 73.48196248196248)",5.839602197798736,0.12419990750367882

im,"(21, 59)","(9.446438692612885, 57.78640254827792)","(27.47252747252747, 146.96392496392497)",6.114762763452475,0.6478666215392965

money,"(27, 58)","(12.752692235027395, 58.80019908421262)","(0.0, 0.0)",5.874570795636482,-1.0

am,"(27, 57)","(12.28037030039675, 55.758809476408516)","(27.47252747252747, 146.96392496392497)",5.874570795636482,0.673900081142861

media,"(29, 57)","(13.225014169658039, 56.77260601234322)","(27.47252747252747, 73.48196248196248)",5.805815200221352,0.14610719115618132

data,"(20, 57)","(9.446438692612885, 57.78640254827792)","(0.0, 0.0)",6.161067331494162,-1.0

inform,"(32, 57)","(15.114301908180616, 57.78640254827792)","(0.0, 0.0)",5.710807089593166,-1.0

last,"(37, 57)","(17.475911581333836, 57.78640254827792)","(0.0, 0.0)",5.570126089843527,-1.0

great,"(30, 55)","(14.169658038919328, 55.758809476408516)","(0.0, 0.0)",5.773132552790994,-1.0

market,"(16, 55)","(7.557150954090308, 55.758809476408516)","(0.0, 0.0)",6.371261908467568,-1.0

kind,"(19, 54)","(8.974116757982241, 54.74501294047381)","(0.0, 0.0)",6.209620556911153,-1.0

big,"(26, 54)","(11.808048365766107, 52.717419868604416)","(27.47252747252747, 146.96392496392497)",5.910806644090528,0.7133067653521148

look,"(26, 54)","(12.28037030039675, 54.74501294047381)","(0.0, 0.0)",5.910806644090528,-1.0

hemp,"(1, 53)","(0.47232193463064426, 53.73121640453912)","(0.0, 0.0)",8.468403027246806,-1.0

group,"(29, 53)","(13.697336104288684, 53.73121640453912)","(0.0, 0.0)",5.805815200221352,-1.0

obama,"(11, 53)","(5.1955412809370864, 53.73121640453912)","(0.0, 0.0)",6.717134919373487,-1.0

doe,"(30, 52)","(14.169658038919328, 52.717419868604416)","(0.0, 0.0)",5.773132552790994,-1.0

under,"(31, 52)","(14.641979973549972, 52.717419868604416)","(0.0, 0.0)",5.741484341840213,-1.0

reader,"(49, 52)","(23.143774796901567, 52.717419868604416)","(0.0, 0.0)",5.296319363885363,-1.0

add,"(52, 52)","(24.5607406007935, 52.717419868604416)","(0.0, 0.0)",5.23816344372829,-1.0

each,"(29, 52)","(13.697336104288684, 52.717419868604416)","(0.0, 0.0)",5.805815200221352,-1.0

price,"(20, 51)","(9.446438692612885, 51.703623332669714)","(0.0, 0.0)",6.161067331494162,-1.0

given,"(26, 50)","(12.28037030039675, 50.68982679673502)","(0.0, 0.0)",5.910806644090528,-1.0

includ,"(30, 50)","(13.225014169658039, 48.662233724865615)","(54.94505494505494, 146.96392496392497)",5.773132552790994,0.7657789281207288

violent,"(7, 50)","(3.3062535424145096, 50.68982679673502)","(0.0, 0.0)",7.1184763102977895,-1.0

anoth,"(34, 49)","(16.058945777441906, 49.67603026080032)","(0.0, 0.0)",5.652139241504362,-1.0

russian,"(7, 49)","(3.3062535424145096, 49.67603026080032)","(0.0, 0.0)",7.1184763102977895,-1.0

econom,"(17, 49)","(8.029472888720953, 49.67603026080032)","(0.0, 0.0)",6.3144284337044025,-1.0

polici,"(23, 49)","(10.863404496504819, 49.67603026080032)","(0.0, 0.0)",6.028128531479574,-1.0

centsheadlin,"(48, 48)","(22.671452862270925, 48.662233724865615)","(0.0, 0.0)",5.316481337175707,-1.0

high,"(23, 48)","(10.863404496504819, 48.662233724865615)","(0.0, 0.0)",6.028128531479574,-1.0

risk,"(19, 48)","(8.974116757982241, 48.662233724865615)","(0.0, 0.0)",6.209620556911153,-1.0

whi,"(32, 47)","(15.114301908180616, 47.64843718893091)","(0.0, 0.0)",5.710807089593166,-1.0

same,"(34, 47)","(16.058945777441906, 47.64843718893091)","(0.0, 0.0)",5.652139241504362,-1.0

next,"(32, 47)","(14.641979973549972, 46.63464065299621)","(27.47252747252747, 73.48196248196248)",5.710807089593166,0.28015237566141593

end,"(31, 47)","(14.641979973549972, 47.64843718893091)","(0.0, 0.0)",5.741484341840213,-1.0

growth,"(18, 46)","(8.501794823351597, 46.63464065299621)","(0.0, 0.0)",6.260652036923599,-1.0

few,"(31, 46)","(14.169658038919328, 44.607047581126814)","(27.47252747252747, 146.96392496392497)",5.741484341840213,0.816863415645531

compani,"(15, 46)","(7.084829019459664, 46.63464065299621)","(0.0, 0.0)",6.4315210999857655,-1.0

investig,"(12, 46)","(5.667863215567731, 46.63464065299621)","(0.0, 0.0)",6.6377281417690766,-1.0

clinton,"(8, 46)","(3.778575477045154, 46.63464065299621)","(0.0, 0.0)",7.002065958453379,-1.0

public,"(21, 46)","(9.918760627243529, 46.63464065299621)","(0.0, 0.0)",6.114762763452475,-1.0

open,"(19, 45)","(8.974116757982241, 45.620844117061516)","(0.0, 0.0)",6.209620556911153,-1.0

2016,"(24, 45)","(11.335726431135463, 45.620844117061516)","(0.0, 0.0)",5.987472525838444,-1.0

never,"(29, 45)","(13.697336104288684, 45.620844117061516)","(0.0, 0.0)",5.805815200221352,-1.0

fourth,"(3, 45)","(1.4169658038919328, 45.620844117061516)","(0.0, 0.0)",7.799353398265921,-1.0

real,"(27, 45)","(12.752692235027395, 45.620844117061516)","(0.0, 0.0)",5.874570795636482,-1.0

power,"(21, 45)","(9.918760627243529, 45.620844117061516)","(0.0, 0.0)",6.114762763452475,-1.0

didnt,"(24, 45)","(10.391082561874173, 43.59325104519211)","(54.94505494505494, 146.96392496392497)",5.987472525838444,0.8292177073160618

too,"(25, 44)","(11.808048365766107, 44.607047581126814)","(0.0, 0.0)",5.948405057647535,-1.0

again,"(25, 44)","(11.808048365766107, 44.607047581126814)","(0.0, 0.0)",5.948405057647535,-1.0

three,"(23, 44)","(10.863404496504819, 44.607047581126814)","(0.0, 0.0)",6.028128531479574,-1.0

becom,"(29, 44)","(13.697336104288684, 44.607047581126814)","(0.0, 0.0)",5.805815200221352,-1.0

analysi,"(11, 44)","(5.1955412809370864, 44.607047581126814)","(0.0, 0.0)",6.717134919373487,-1.0

unit,"(23, 44)","(10.391082561874173, 43.59325104519211)","(27.47252747252747, 73.48196248196248)",6.028128531479574,0.32998686763212115

shall,"(5, 44)","(2.3616096731532212, 44.607047581126814)","(0.0, 0.0)",7.402051600796917,-1.0

him,"(24, 43)","(10.863404496504819, 40.55186143738801)","(27.47252747252747, 220.44588744588745)",5.987472525838444,0.9765942115529758

might,"(26, 43)","(12.28037030039675, 43.59325104519211)","(0.0, 0.0)",5.910806644090528,-1.0

polit,"(15, 43)","(7.084829019459664, 43.59325104519211)","(0.0, 0.0)",6.4315210999857655,-1.0

busi,"(23, 43)","(10.863404496504819, 43.59325104519211)","(0.0, 0.0)",6.028128531479574,-1.0

number,"(25, 43)","(11.808048365766107, 43.59325104519211)","(0.0, 0.0)",5.948405057647535,-1.0

best,"(34, 43)","(16.058945777441906, 43.59325104519211)","(0.0, 0.0)",5.652139241504362,-1.0

secretari,"(8, 43)","(3.778575477045154, 43.59325104519211)","(0.0, 0.0)",7.002065958453379,-1.0

bad,"(21, 43)","(9.918760627243529, 43.59325104519211)","(0.0, 0.0)",6.114762763452475,-1.0

fbi,"(8, 42)","(3.778575477045154, 42.57945450925742)","(0.0, 0.0)",7.002065958453379,-1.0

top,"(26, 42)","(11.808048365766107, 41.565657973322715)","(27.47252747252747, 73.48196248196248)",5.910806644090528,0.3661124321833302

free,"(29, 42)","(13.697336104288684, 42.57945450925742)","(0.0, 0.0)",5.805815200221352,-1.0

everi,"(24, 42)","(11.335726431135463, 42.57945450925742)","(0.0, 0.0)",5.987472525838444,-1.0

law,"(21, 42)","(9.918760627243529, 42.57945450925742)","(0.0, 0.0)",6.114762763452475,-1.0

1,"(24, 41)","(11.335726431135463, 41.565657973322715)","(0.0, 0.0)",5.987472525838444,-1.0

call,"(25, 41)","(11.335726431135463, 40.55186143738801)","(27.47252747252747, 73.48196248196248)",5.948405057647535,0.38509195007366026

today,"(24, 41)","(11.335726431135463, 41.565657973322715)","(0.0, 0.0)",5.987472525838444,-1.0

interest,"(13, 40)","(6.140185150198375, 40.55186143738801)","(0.0, 0.0)",6.56416557459206,-1.0

north,"(17, 40)","(8.029472888720953, 40.55186143738801)","(0.0, 0.0)",6.3144284337044025,-1.0

product,"(10, 40)","(4.7232193463064425, 40.55186143738801)","(0.0, 0.0)",6.803395263657895,-1.0

crisi,"(10, 40)","(4.7232193463064425, 40.55186143738801)","(0.0, 0.0)",6.803395263657895,-1.0

matter,"(23, 40)","(10.863404496504819, 40.55186143738801)","(0.0, 0.0)",6.028128531479574,-1.0

import,"(23, 40)","(10.863404496504819, 40.55186143738801)","(0.0, 0.0)",6.028128531479574,-1.0

across,"(24, 40)","(11.335726431135463, 40.55186143738801)","(0.0, 0.0)",5.987472525838444,-1.0

system,"(22, 39)","(10.391082561874173, 39.53806490145331)","(0.0, 0.0)",6.0705077544484345,-1.0

abl,"(27, 39)","(11.808048365766107, 37.51047182958391)","(54.94505494505494, 146.96392496392497)",5.874570795636482,0.8974527478734069

seem,"(16, 39)","(7.557150954090308, 39.53806490145331)","(0.0, 0.0)",6.371261908467568,-1.0

social,"(16, 39)","(7.084829019459664, 38.52426836551861)","(27.47252747252747, 73.48196248196248)",6.371261908467568,0.42494387667252154

without,"(24, 39)","(11.335726431135463, 39.53806490145331)","(0.0, 0.0)",5.987472525838444,-1.0

yet,"(23, 38)","(10.863404496504819, 38.52426836551861)","(0.0, 0.0)",6.028128531479574,-1.0

magnesium,"(1, 38)","(0.47232193463064426, 38.52426836551861)","(0.0, 0.0)",8.468403027246806,-1.0

