,freq,fake,reliable,idf_weight,fakeness_score
fact,"(69, 92)","(0.8132572721701005, 93.26402732001748)","(0.0, 0.0)",1.271538123821702,-1.0
make,"(50, 92)","(0.565744189335722, 89.20906961045151)","(1.36986301369863, 295.1329479768786)",1.5876764206525875,0.819128988513528
world,"(39, 92)","(0.44788081655744666, 90.22280903784299)","(0.684931506849315, 221.34971098265896)",1.8300845835497228,0.6210323211320918
global,"(25, 88)","(0.282872094667861, 88.19533018306001)","(0.684931506849315, 73.78323699421965)",2.2595256035335987,-0.0973557465622642
much,"(37, 85)","(0.4360944792796191, 86.16785132827702)","(0.0, 0.0)",1.8812466357295912,-1.0
her,"(24, 85)","(0.282872094667861, 86.16785132827702)","(0.0, 0.0)",2.2985930717245084,-1.0
such,"(46, 84)","(0.542171514780067, 85.15411190088552)","(0.0, 0.0)",1.6691879168398742,-1.0
here,"(43, 83)","(0.4950261656687568, 83.12663304610254)","(0.684931506849315, 73.78323699421965)",1.7350011354094461,-0.0632320469116795
dont,"(38, 82)","(0.4360944792796191, 82.11289361871104)","(0.684931506849315, 73.78323699421965)",1.8553384508709263,-0.05638693459425781
use,"(44, 80)","(0.5068125029465843, 80.08541476392806)","(0.684931506849315, 73.78323699421965)",1.7125786713536137,-0.04268143593713347
where,"(40, 79)","(0.4596671538352742, 79.07167533653656)","(0.684931506849315, 73.78323699421965)",1.8054527963600575,-0.035822333580892485
govern,"(37, 77)","(0.4360944792796191, 78.05793590914507)","(0.0, 0.0)",1.8812466357295912,-1.0
need,"(41, 77)","(0.48323982839092927, 78.05793590914507)","(0.0, 0.0)",1.7814131771739108,-1.0
war,"(16, 76)","(0.1885813964452407, 77.04419648175357)","(0.0, 0.0)",2.682382454353632,-1.0
presid,"(29, 75)","(0.3300174437791712, 74.00297819957909)","(0.684931506849315, 147.5664739884393)",2.1169357461074165,0.45977871185414343
russia,"(14, 74)","(0.1650087218895856, 75.01671762697059)","(0.0, 0.0)",2.806766174041368,-1.0
well,"(41, 74)","(0.48323982839092927, 75.01671762697059)","(0.0, 0.0)",1.7814131771739108,-1.0
dure,"(35, 73)","(0.412521804723964, 74.00297819957909)","(0.0, 0.0)",1.9351680525234112,-1.0
industri,"(18, 73)","(0.21215407100089578, 74.00297819957909)","(0.0, 0.0)",2.571772582809662,-1.0
long,"(36, 73)","(0.42430814200179157, 74.00297819957909)","(0.0, 0.0)",1.907843948248857,-1.0
realli,"(28, 72)","(0.3300174437791712, 72.98923877218759)","(0.0, 0.0)",2.1507227436847995,-1.0
report,"(19, 72)","(0.21215407100089578, 71.9754993447961)","(0.684931506849315, 73.78323699421965)",2.520741102797216,0.012557346895801347
against,"(33, 72)","(0.3889491301683089, 72.98923877218759)","(0.0, 0.0)",1.9921635335727752,-1.0
thing,"(32, 72)","(0.3771627928904814, 72.98923877218759)","(0.0, 0.0)",2.021927635479229,-1.0
part,"(31, 71)","(0.36537645561265386, 71.9754993447961)","(0.0, 0.0)",2.052604887726276,-1.0
own,"(32, 69)","(0.3771627928904814, 69.9480204900131)","(0.0, 0.0)",2.021927635479229,-1.0
back,"(35, 69)","(0.3889491301683089, 67.92054163523012)","(1.36986301369863, 147.5664739884393)",1.9351680525234112,0.5272415655057741
news,"(35, 69)","(0.412521804723964, 69.9480204900131)","(0.0, 0.0)",1.9351680525234112,-1.0
she,"(20, 69)","(0.23572674555655088, 69.9480204900131)","(0.0, 0.0)",2.4721878773802253,-1.0
made,"(43, 68)","(0.4950261656687568, 66.90680220783862)","(0.684931506849315, 147.5664739884393)",1.7350011354094461,0.5390221869308642
around,"(45, 68)","(0.5185988402244119, 67.92054163523012)","(0.684931506849315, 73.78323699421965)",1.6906479678596436,0.043131708527930135
feel,"(20, 68)","(0.22394040827872333, 67.92054163523012)","(0.684931506849315, 73.78323699421965)",2.4721878773802253,0.043131708527930135
year,"(31, 68)","(0.3535901183348263, 67.92054163523012)","(0.684931506849315, 73.78323699421965)",2.052604887726276,0.043131708527930135
someth,"(39, 67)","(0.4596671538352742, 67.92054163523012)","(0.0, 0.0)",1.8300845835497228,-1.0
life,"(26, 67)","(0.2946584319456886, 65.89306278044714)","(0.684931506849315, 147.5664739884393)",2.2219271899765913,0.5509484433998753
space,"(8, 66)","(0.09429069822262034, 66.90680220783862)","(0.0, 0.0)",3.313186504339442,-1.0
financi,"(18, 64)","(0.21215407100089578, 64.87932335305564)","(0.0, 0.0)",2.571772582809662,-1.0
befor,"(42, 64)","(0.47145349111310175, 62.85184449827265)","(1.36986301369863, 147.5664739884393)",1.7579379207525443,0.5875546210032321
secur,"(17, 64)","(0.20036773372306824, 64.87932335305564)","(0.0, 0.0)",2.6255489795904663,-1.0
help,"(37, 63)","(0.412521804723964, 60.824365643489664)","(1.36986301369863, 221.34971098265896)",1.8812466357295912,0.8666796730228159
both,"(36, 63)","(0.412521804723964, 62.85184449827265)","(0.684931506849315, 73.78323699421965)",1.907843948248857,0.08674303934210559
between,"(40, 63)","(0.47145349111310175, 63.86558392566415)","(0.0, 0.0)",1.8054527963600575,-1.0
right,"(36, 63)","(0.412521804723964, 62.85184449827265)","(0.684931506849315, 73.78323699421965)",1.907843948248857,0.08674303934210559
good,"(30, 62)","(0.3535901183348263, 62.85184449827265)","(0.0, 0.0)",2.084253098677058,-1.0
sinc,"(34, 62)","(0.4007354674461365, 62.85184449827265)","(0.0, 0.0)",1.9632597873904263,-1.0
stori,"(56, 62)","(0.6600348875583424, 62.85184449827265)","(0.0, 0.0)",1.4766568012002819,-1.0
off,"(28, 61)","(0.3300174437791712, 61.838105070881156)","(0.0, 0.0)",2.1507227436847995,-1.0
weather,"(6, 61)","(0.07071802366696525, 61.838105070881156)","(0.0, 0.0)",3.561366133814977,-1.0
did,"(28, 60)","(0.3182311065013437, 59.810626216098164)","(0.684931506849315, 73.78323699421965)",2.1507227436847995,0.116278741842613
should,"(35, 60)","(0.412521804723964, 60.824365643489664)","(0.0, 0.0)",1.9351680525234112,-1.0
gold,"(7, 60)","(0.0825043609447928, 60.824365643489664)","(0.0, 0.0)",3.4295968561838532,-1.0
go,"(30, 60)","(0.34180378105699877, 55.75566850653219)","(0.684931506849315, 368.91618497109823)",2.084253098677058,0.9927528059033885
while,"(42, 60)","(0.4950261656687568, 60.824365643489664)","(0.0, 0.0)",1.7579379207525443,-1.0
order,"(24, 60)","(0.282872094667861, 60.824365643489664)","(0.0, 0.0)",2.2985930717245084,-1.0
down,"(31, 59)","(0.36537645561265386, 59.810626216098164)","(0.0, 0.0)",2.052604887726276,-1.0
im,"(21, 59)","(0.23572674555655088, 57.78314736131518)","(0.684931506849315, 147.5664739884393)",2.425883309338539,0.6509231478434756
support,"(28, 59)","(0.3182311065013437, 58.79688678870667)","(0.684931506849315, 73.78323699421965)",2.1507227436847995,0.12675620791696018
money,"(27, 58)","(0.3182311065013437, 58.79688678870667)","(0.0, 0.0)",2.1856913415225465,-1.0
data,"(20, 57)","(0.23572674555655088, 57.78314736131518)","(0.0, 0.0)",2.4721878773802253,-1.0
inform,"(32, 57)","(0.3771627928904814, 57.78314736131518)","(0.0, 0.0)",2.021927635479229,-1.0
media,"(29, 57)","(0.3300174437791712, 56.76940793392369)","(0.684931506849315, 73.78323699421965)",2.1169357461074165,0.1487386783598088
am,"(27, 57)","(0.3064447692235161, 55.75566850653219)","(0.684931506849315, 147.5664739884393)",2.1856913415225465,0.6768791145805617
last,"(37, 57)","(0.4360944792796191, 57.78314736131518)","(0.0, 0.0)",1.8812466357295912,-1.0
still,"(27, 56)","(0.3064447692235161, 54.7419290791407)","(0.684931506849315, 147.5664739884393)",2.1856913415225465,0.689938157420579
great,"(30, 55)","(0.3535901183348263, 55.75566850653219)","(0.0, 0.0)",2.084253098677058,-1.0
market,"(16, 55)","(0.1885813964452407, 55.75566850653219)","(0.0, 0.0)",2.682382454353632,-1.0
kind,"(19, 54)","(0.22394040827872333, 54.7419290791407)","(0.0, 0.0)",2.520741102797216,-1.0
big,"(26, 54)","(0.2946584319456886, 52.714450224357705)","(0.684931506849315, 147.5664739884393)",2.2219271899765913,0.7161408685947381
look,"(26, 54)","(0.3064447692235161, 54.7419290791407)","(0.0, 0.0)",2.2219271899765913,-1.0
group,"(29, 53)","(0.34180378105699877, 53.728189651749204)","(0.0, 0.0)",2.1169357461074165,-1.0
obama,"(11, 53)","(0.12964971005610298, 53.728189651749204)","(0.0, 0.0)",3.028255465259551,-1.0
hemp,"(1, 53)","(0.011786337277827543, 53.728189651749204)","(0.0, 0.0)",4.779523573132869,-1.0
under,"(31, 52)","(0.36537645561265386, 52.714450224357705)","(0.0, 0.0)",2.052604887726276,-1.0
each,"(29, 52)","(0.34180378105699877, 52.714450224357705)","(0.0, 0.0)",2.1169357461074165,-1.0
add,"(52, 52)","(0.6128895384470322, 52.714450224357705)","(0.0, 0.0)",1.5492839896143533,-1.0
doe,"(30, 52)","(0.3535901183348263, 52.714450224357705)","(0.0, 0.0)",2.084253098677058,-1.0
reader,"(49, 52)","(0.5775305266135496, 52.714450224357705)","(0.0, 0.0)",1.6074399097714271,-1.0
price,"(20, 51)","(0.23572674555655088, 51.70071079696621)","(0.0, 0.0)",2.4721878773802253,-1.0
given,"(26, 50)","(0.3064447692235161, 50.68697136957472)","(0.0, 0.0)",2.2219271899765913,-1.0
violent,"(7, 50)","(0.0825043609447928, 50.68697136957472)","(0.0, 0.0)",3.4295968561838532,-1.0
includ,"(30, 50)","(0.3300174437791712, 48.65949251479173)","(1.36986301369863, 147.5664739884393)",2.084253098677058,0.7683623501472985
anoth,"(34, 49)","(0.4007354674461365, 49.67323194218322)","(0.0, 0.0)",1.9632597873904263,-1.0
polici,"(23, 49)","(0.2710857573900335, 49.67323194218322)","(0.0, 0.0)",2.339249077365637,-1.0
econom,"(17, 49)","(0.20036773372306824, 49.67323194218322)","(0.0, 0.0)",2.6255489795904663,-1.0
russian,"(7, 49)","(0.0825043609447928, 49.67323194218322)","(0.0, 0.0)",3.4295968561838532,-1.0
centsheadlin,"(48, 48)","(0.565744189335722, 48.65949251479173)","(0.0, 0.0)",1.6276018830617716,-1.0
risk,"(19, 48)","(0.22394040827872333, 48.65949251479173)","(0.0, 0.0)",2.520741102797216,-1.0
high,"(23, 48)","(0.2710857573900335, 48.65949251479173)","(0.0, 0.0)",2.339249077365637,-1.0
same,"(34, 47)","(0.4007354674461365, 47.64575308740024)","(0.0, 0.0)",1.9632597873904263,-1.0
next,"(32, 47)","(0.36537645561265386, 46.63201366000874)","(0.684931506849315, 73.78323699421965)",2.021927635479229,0.2831673040942857
whi,"(32, 47)","(0.3771627928904814, 47.64575308740024)","(0.0, 0.0)",2.021927635479229,-1.0
clinton,"(8, 46)","(0.09429069822262034, 46.63201366000874)","(0.0, 0.0)",3.313186504339442,-1.0
growth,"(18, 46)","(0.21215407100089578, 46.63201366000874)","(0.0, 0.0)",2.571772582809662,-1.0
investig,"(12, 46)","(0.1414360473339305, 46.63201366000874)","(0.0, 0.0)",2.9488486876551407,-1.0
public,"(21, 46)","(0.2475130828343784, 46.63201366000874)","(0.0, 0.0)",2.425883309338539,-1.0
compani,"(15, 46)","(0.17679505916741314, 46.63201366000874)","(0.0, 0.0)",2.7426416458718292,-1.0
few,"(31, 46)","(0.3535901183348263, 44.604534805225754)","(0.684931506849315, 147.5664739884393)",2.052604887726276,0.819128988513528
fourth,"(3, 45)","(0.035359011833482626, 45.618274232617246)","(0.0, 0.0)",4.110473944151985,-1.0
real,"(27, 45)","(0.3182311065013437, 45.618274232617246)","(0.0, 0.0)",2.1856913415225465,-1.0
open,"(19, 45)","(0.22394040827872333, 45.618274232617246)","(0.0, 0.0)",2.520741102797216,-1.0
never,"(29, 45)","(0.34180378105699877, 45.618274232617246)","(0.0, 0.0)",2.1169357461074165,-1.0
didnt,"(24, 45)","(0.25929942011220597, 43.590795377834255)","(1.36986301369863, 147.5664739884393)",2.2985930717245084,0.8313938092605406
2016,"(24, 45)","(0.282872094667861, 45.618274232617246)","(0.0, 0.0)",2.2985930717245084,-1.0
power,"(21, 45)","(0.2475130828343784, 45.618274232617246)","(0.0, 0.0)",2.425883309338539,-1.0
too,"(25, 44)","(0.2946584319456886, 44.604534805225754)","(0.0, 0.0)",2.2595256035335987,-1.0
analysi,"(11, 44)","(0.12964971005610298, 44.604534805225754)","(0.0, 0.0)",3.028255465259551,-1.0
shall,"(5, 44)","(0.05893168638913772, 44.604534805225754)","(0.0, 0.0)",3.713172146682981,-1.0
three,"(23, 44)","(0.2710857573900335, 44.604534805225754)","(0.0, 0.0)",2.339249077365637,-1.0
becom,"(29, 44)","(0.34180378105699877, 44.604534805225754)","(0.0, 0.0)",2.1169357461074165,-1.0
unit,"(23, 44)","(0.25929942011220597, 43.590795377834255)","(0.684931506849315, 73.78323699421965)",2.339249077365637,0.3331049750781778
again,"(25, 44)","(0.2946584319456886, 44.604534805225754)","(0.0, 0.0)",2.2595256035335987,-1.0
him,"(24, 43)","(0.2710857573900335, 40.54957709565977)","(0.684931506849315, 221.34971098265896)",2.2985930717245084,0.977111164115815
polit,"(15, 43)","(0.17679505916741314, 43.590795377834255)","(0.0, 0.0)",2.7426416458718292,-1.0
might,"(26, 43)","(0.3064447692235161, 43.590795377834255)","(0.0, 0.0)",2.2219271899765913,-1.0
bad,"(21, 43)","(0.2475130828343784, 43.590795377834255)","(0.0, 0.0)",2.425883309338539,-1.0
best,"(34, 43)","(0.4007354674461365, 43.590795377834255)","(0.0, 0.0)",1.9632597873904263,-1.0
number,"(25, 43)","(0.2946584319456886, 43.590795377834255)","(0.0, 0.0)",2.2595256035335987,-1.0
secretari,"(8, 43)","(0.09429069822262034, 43.590795377834255)","(0.0, 0.0)",3.313186504339442,-1.0
busi,"(23, 43)","(0.2710857573900335, 43.590795377834255)","(0.0, 0.0)",2.339249077365637,-1.0
fbi,"(8, 42)","(0.09429069822262034, 42.57705595044276)","(0.0, 0.0)",3.313186504339442,-1.0
free,"(29, 42)","(0.34180378105699877, 42.57705595044276)","(0.0, 0.0)",2.1169357461074165,-1.0
everi,"(24, 42)","(0.282872094667861, 42.57705595044276)","(0.0, 0.0)",2.2985930717245084,-1.0
top,"(26, 42)","(0.2946584319456886, 41.56331652305127)","(0.684931506849315, 73.78323699421965)",2.2219271899765913,0.369289755996028
law,"(21, 42)","(0.2475130828343784, 42.57705595044276)","(0.0, 0.0)",2.425883309338539,-1.0
call,"(25, 41)","(0.282872094667861, 40.54957709565977)","(0.684931506849315, 73.78323699421965)",2.2595256035335987,0.38829474969237676
today,"(24, 41)","(0.282872094667861, 41.56331652305127)","(0.0, 0.0)",2.2985930717245084,-1.0
1,"(24, 41)","(0.282872094667861, 41.56331652305127)","(0.0, 0.0)",2.2985930717245084,-1.0
day,"(23, 41)","(0.25929942011220597, 40.54957709565977)","(0.684931506849315, 73.78323699421965)",2.339249077365637,0.38829474969237676
across,"(24, 40)","(0.282872094667861, 40.54957709565977)","(0.0, 0.0)",2.2985930717245084,-1.0
north,"(17, 40)","(0.20036773372306824, 40.54957709565977)","(0.0, 0.0)",2.6255489795904663,-1.0
other,"(26, 40)","(0.2946584319456886, 39.53583766826828)","(0.684931506849315, 73.78323699421965)",2.2219271899765913,0.40792412213868223
crisi,"(10, 40)","(0.11786337277827544, 40.54957709565977)","(0.0, 0.0)",3.114515809543958,-1.0
matter,"(23, 40)","(0.2710857573900335, 40.54957709565977)","(0.0, 0.0)",2.339249077365637,-1.0
interest,"(13, 40)","(0.15322238461175805, 40.54957709565977)","(0.0, 0.0)",2.875286120478124,-1.0
product,"(10, 40)","(0.11786337277827544, 40.54957709565977)","(0.0, 0.0)",3.114515809543958,-1.0
