id,batch
1787,1
1794,7
1795,5
1805,9
1806,3
1811,6
1812,7
1813,3
1814,8
1815,2
1822,1
1823,5
1832,6
1833,10
1834,3
1835,10
1843,2
1844,1
1845,8
1851,5
1852,9
1853,7
1854,2
1855,1
1859,3
1870,4
1871,1
1872,9
1873,5
1874,4
1880,8
1882,5
1883,3
1887,10
1888,8
1889,4
1890,9
1899,2
1900,8
1902,10
1905,9
1909,3
1910,4
1925,10
1929,10
1930,10
1931,5
1936,9
1937,1
1940,1
1949,8
1968,10
1972,7
1973,2
1978,10
1981,1
1988,9
2000,7
2005,1
2006,6
2007,10
2008,5
2009,3
2010,7
2011,8
2012,4
2013,8
2017,10
2021,9
2023,2
2024,3
2028,6
2029,8
2030,8
2031,2
2032,8
2033,3
2034,1
2035,7
2036,2
2037,3
2038,6
2039,9
2041,7
2052,10
2056,3
2057,5
2058,7
2059,2
2060,1
2061,7
2067,3
2071,1
2072,5
2073,5
2074,3
2075,5
2076,9
2083,3
2084,7
2089,6
2090,7
2091,3
2092,2
2093,2
2094,4
2118,6
2128,9
2139,4
2143,5
2144,8
2150,4
2151,8
2153,4
2156,10
2160,1
2161,5
2162,5
2212,2
2213,5
2214,7
2215,10
2220,5
2222,1
2223,1
2232,10
2233,10
2234,7
2246,7
2247,5
2248,5
2252,3
2255,9
2256,2
2257,4
2264,4
2267,1
2269,4
2273,1
2279,4
2308,5
2309,5
2310,8
2311,6
2312,8
2313,7
2318,9
2321,5
2322,3
2326,3
2342,9
2343,2
2344,5
2345,7
2357,4
2358,5
2359,7
2360,7
2361,6
2362,3
2363,8
2364,5
2370,3
2372,8
2373,5
2374,7
2379,1
2380,7
2381,9
2382,7
2383,4
2384,5
2385,9
2386,8
2387,2
2388,4
2393,7
2394,10
2395,1
2398,10
2399,6
2400,4
2403,9
2442,8
2443,5
2444,3
2445,8
2449,3
2450,9
2451,2
2452,3
2462,2
2463,6
2464,2
2465,7
2470,6
2471,3
2472,4
2473,4
2479,10
2480,10
2484,3
2487,1
2490,4
2491,8
2492,1
2502,8
2503,9
2504,10
2505,8
2513,5
2514,10
2518,8
2521,8
2522,6
2523,5
2533,1
2538,9
2541,7
2542,2
2543,2
2548,9
2549,8
2559,3
2560,9
2561,9
2562,7
2563,6
2565,8
2566,7
2567,7
2570,3
2571,1
2572,1
2576,9
2580,10
2585,1
2586,9
2587,6
2588,5
2590,9
2591,3
2593,1
2595,2
2596,9
2597,5
2598,7
2601,4
2602,7
2603,9
2604,5
2610,9
2619,4
2620,7
2623,6
2624,3
2625,8
2630,3
2631,2
2634,7
2638,7
2639,1
2640,7
2641,4
2645,6
2665,9
2667,7
2669,3
2673,4
2676,10
2680,1
2681,3
2682,1
2683,9
2684,3
2688,2
2714,3
2739,7
2740,5
2741,7
2742,10
2752,8
2753,8
2758,5
2761,4
2762,7
2763,8
2764,4
2773,2
2774,10
2779,1
2782,7
2783,9
2784,6
2785,2
2786,6
2793,7
2794,10
2799,6
2804,7
2805,7
2806,7
2811,10
2812,3
2815,5
2818,6
2819,1
2842,9
2843,6
2846,10
2847,3
2848,5
2860,2
2861,8
2863,4
2865,10
2866,9
2867,1
2872,10
2881,2
2882,4
2885,2
2886,7
2887,8
2895,9
2900,5
2905,9
2906,1
2909,7
2911,8
2915,5
2926,9
2927,8
2930,4
2932,10
2936,3
2937,1
2938,9
2946,5
2947,7
2951,9
2953,7
2957,9
2958,7
2959,1
2972,8
2973,1
2974,5
2977,7
2980,9
2983,8
2984,9
2985,1
2999,5
3001,3
3002,3
3003,7
3004,1
3005,4
3006,9
3007,2
3010,3
3033,6
3034,5
3043,10
3044,8
3045,8
3046,3
3047,1
3048,3
3049,7
3050,5
3052,1
3063,1
3071,6
3072,2
3073,4
3074,2
3075,3
3076,9
3077,3
3078,2
3079,5
3080,9
3081,7
3084,1
3089,1
3093,7
3095,5
3096,6
3102,3
3104,2
3105,3
3106,3
3107,5
3110,6
3111,6
3112,6
3115,4
3116,6
3117,5
3118,8
3119,2
3120,8
3121,6
3122,10
3123,2
3124,2
3133,9
3134,8
3135,7
3136,5
3137,5
3138,10
3139,5
3140,4
3146,5
3147,8
3148,9
3149,6
3150,2
3151,3
3152,3
3163,5
3164,6
3167,5
3168,10
3169,8
3170,3
3171,1
3201,9
3202,9
3203,9
3206,3
3207,9
3212,5
3213,9
3214,6
3215,6
3216,9
3217,7
3219,9
3230,7
3242,1
3243,10
3244,6
3245,7
3246,6
3251,1
3266,4
3267,8
3268,1
3270,7
3271,6
3275,2
3276,9
3280,2
3281,9
3282,5
3283,2
3287,4
3290,10
3291,7
3292,6
3293,9
3294,6
3299,6
3300,5
3301,9
3302,9
3303,3
3308,10
3309,8
3311,8
3313,4
3314,6
3315,6
3316,9
3319,10
3320,7
3321,10
3323,8
3324,7
3325,5
3326,2
3327,9
3332,9
3333,6
3334,7
3337,6
3338,8
3339,7
3342,7
3343,5
3355,9
3356,7
3357,7
3367,4
3368,1
3373,4
3376,3
3386,3
3388,5
3397,8
3398,8
3419,1
3420,5
3422,10
3423,6
3424,8
3425,6
3427,5
3428,5
3429,1
3443,10
3444,8
3445,5
3446,1
3448,3
3449,9
3450,8
3451,3
3452,10
3453,6
3460,4
3461,9
3462,7
3463,6
3466,1
3467,10
3468,8
3469,4
3471,6
3474,7
3475,2
3491,5
3494,6
3495,4
3496,8
3499,6
3501,5
3502,7
3516,7
3544,6
3545,5
3559,7
3560,10
3562,2
3583,2
3584,2
3586,1
3587,6
3608,4
3609,5
3614,3
3617,8
3618,8
3619,5
3620,4
3626,2
3628,8
3629,2
3641,10
3644,7
3645,2
3646,3
3647,5
3656,6
3658,3
3659,5
3665,5
3667,1
3668,2
3669,10
3670,8
3680,1
3683,8
3684,10
3694,3
3697,8
3698,3
3699,6
3700,1
3709,1
3712,5
3713,10
3718,6
3722,1
3723,5
3724,5
3731,5
3736,5
3739,8
3740,2
3741,3
3742,2
3743,3
3748,5
3753,9
3756,7
3757,9
3758,10
3762,1
3767,2
3768,6
3769,8
3772,9
3777,3
3778,9
3789,9
3790,7
3791,2
3792,1
3793,6
3801,5
3802,8
3803,6
3804,3
3809,1
3820,7
3821,8
3822,8
3823,2
3824,10
3825,4
3835,1
3837,5
3838,4
3839,8
3840,3
3841,3
3852,10
3853,5
3855,5
3856,8
3857,8
3865,4
3871,6
3872,7
3873,3
3874,4
3875,6
3876,2
3883,1
3884,9
3896,10
3899,5
3900,5
3903,3
3904,6
3920,6
3921,6
3922,3
3931,5
3932,9
3933,6
3954,6
3955,8
3956,10
3959,2
3960,6
3961,3
3962,5
3965,4
3966,8
3967,4
3982,4
3983,10
3984,2
3985,6
3986,8
3993,5
3994,10
3995,3
3998,7
3999,7
4000,9
4001,9
4002,7
4003,7
4004,3
4005,6
4006,1
4007,10
4009,3
4016,5
4018,10
4019,7
4033,10
4034,1
4035,3
4036,6
4037,2
4038,7
4039,7
4040,4
4041,2
4042,10
4043,3
4044,10
4046,4
4047,8
4050,3
4059,2
4060,10
4061,1
4062,9
4063,6
4064,7
4065,9
4066,6
4067,7
4068,6
4069,4
4070,5
4071,4
4077,10
4078,1
4094,6
4095,10
4096,6
4097,10
4098,2
4099,6
4100,6
4101,5
4102,10
4103,3
4105,9
4108,8
4109,3
4110,10
4111,5
4114,5
4115,2
4117,5
4120,3
4129,3
4130,1
4131,6
4132,10
4135,5
4136,4
4137,8
4142,10
4143,7
4144,10
4145,9
4146,1
4157,10
4158,1
4159,4
4160,8
4161,3
4162,9
4163,3
4164,5
4166,9
4167,2
4168,5
4169,9
4175,10
4176,7
4177,6
4178,2
4183,9
4184,6
4185,7
4186,7
4187,1
4188,6
4189,8
4190,5
4194,10
4195,5
4196,8
4197,10
4201,8
4202,2
4203,2
4204,10
4205,9
4206,3
4207,1
4208,3
4217,6
4218,10
4219,8
4221,9
4223,1
4224,5
4225,1
4226,7
4229,8
4230,10
4240,5
4241,2
4242,7
4245,1
4247,9
4248,10
4250,1
4253,7
4254,3
4263,8
4264,1
4265,2
4266,4
4267,8
4274,10
4277,2
4278,1
4279,7
4280,8
4282,2
4283,9
4284,10
4285,3
4286,2
4287,1
4293,4
4294,8
4297,5
4298,1
4299,7
4302,1
4303,7
4304,5
4306,9
4307,6
4308,6
4309,7
4316,8
4317,10
4320,7
4321,10
4322,4
4323,6
4324,4
4325,5
4326,1
4333,9
4334,1
4335,7
4336,9
4337,8
4338,10
4339,10
4348,10
4349,6
4350,1
4351,5
4353,10
4354,9
4355,4
4356,9
4357,4
4358,4
4359,9
4360,9
4368,8
4369,3
4370,6
4371,5
4372,8
4373,5
4374,6
4375,2
4376,5
4377,6
4378,10
4379,10
4387,9
4388,8
4389,10
4390,1
4391,10
4392,1
4393,8
4394,10
4395,5
4396,3
4397,10
4398,6
4402,6
4403,6
4418,3
4419,5
4420,3
4426,5
4427,1
4428,2
4439,3
4440,7
4448,9
4449,2
4451,2
4454,4
4456,2
4457,4
4458,6
4465,4
4466,8
4467,2
4468,5
4470,7
4471,3
4472,3
4475,9
4476,2
4477,7
4478,10
4485,2
4486,9
4487,3
4488,4
4489,2
4490,1
4491,5
4492,2
4501,1
4503,2
4504,5
4506,10
4518,4
4523,5
4524,10
4525,6
4526,8
4531,1
4535,1
4551,4
4552,9
4553,7
4554,5
4556,5
4558,3
4559,4
4562,9
4566,6
4567,1
4568,8
4581,3
4582,7
4585,10
4586,1
4587,9
4588,9
4589,1
4590,7
4591,5
4599,10
4600,2
4606,1
4607,3
4608,4
4609,2
4610,6
4611,10
4612,7
4613,3
4614,3
4615,3
4616,9
4617,9
4628,8
4629,1
4630,10
4631,3
4632,5
4633,1
4634,10
4635,8
4636,4
4637,4
4638,8
4639,10
4647,10
4648,2
4649,4
4650,2
4651,3
4652,9
4653,4
4654,3
4655,5
4656,7
4657,6
4658,10
4669,9
4670,8
4671,3
4672,6
4673,10
4674,6
4675,1
4676,8
4687,5
4688,2
4689,8
4690,1
4691,5
4692,7
4693,4
4694,1
4696,4
4697,9
4698,9
4699,3
4710,1
4712,1
4732,2
4761,7
4762,6
4763,2
4764,4
4765,9
4766,9
4767,6
4768,6
4770,5
4772,8
4775,8
4781,5
4782,8
4784,5
4799,7
4800,4
4801,5
4802,3
4807,2
4808,2
4812,9
4813,6
4814,3
4815,5
4816,7
4817,5
4818,6
4819,3
4826,7
4827,10
4828,6
4829,9
4830,9
4831,7
4834,1
4835,6
4837,6
4838,2
4839,7
4840,1
4841,4
4842,7
4849,3
4850,7
4853,3
4854,1
4855,3
4856,7
4857,4
4858,6
4859,5
4860,8
4870,2
4871,5
4872,10
4873,6
4874,7
4875,2
4876,4
4877,7
4878,9
4879,6
4880,2
4881,8
4882,4
4891,8
4892,1
4893,1
4894,8
4895,8
4896,1
4897,8
4898,1
4899,1
4908,8
4909,2
4910,2
4911,10
4912,4
4913,9
4914,9
4915,2
4916,6
4917,4
4918,8
4919,1
4920,6
4921,5
4924,1
4925,1
4933,5
4934,2
4935,8
4936,4
4937,1
4938,8
4939,8
4944,5
4945,1
4946,7
4947,9
4948,7
4949,6
4956,6
4957,10
4958,6
4959,5
4960,2
4961,8
4962,10
4974,7
4975,10
4977,4
4978,8
4979,6
4980,1
4981,9
4982,3
4992,1
4993,7
4994,5
4995,8
4998,7
4999,7
5009,5
5010,1
5011,9
5012,10
5019,5
5020,8
5021,4
5022,9
5030,5
5031,9
5032,10
5033,10
5039,5
5040,5
5041,10
5042,5
5053,3
5054,5
5055,2
5056,1
5060,10
5061,4
5062,4
5063,7
5071,2
5072,10
5073,1
5074,10
5080,5
5081,7
5082,8
5083,6
5092,9
5093,9
5094,7
5099,10
5100,6
5103,6
5104,5
5105,8
5106,7
5107,6
5109,7
5110,5
5124,9
5125,8
5126,6
5127,5
5128,6
5131,3
5132,6
5133,9
5134,10
5135,1
5136,3
5137,8
5138,4
5139,3
5151,10
5152,10
5155,8
5156,7
5157,3
5158,1
5159,1
5160,7
5161,9
5162,5
5167,4
5168,7
5169,10
5170,4
5171,1
5172,3
5180,6
5181,6
5182,5
5183,4
5184,9
5185,4
5186,2
5191,8
5192,7
5199,7
5200,9
5201,9
5202,1
5203,8
5204,10
5205,7
5218,8
5219,10
5222,9
5223,10
5224,3
5243,5
5244,5
5245,4
5246,9
5247,8
5249,7
5250,6
5252,3
5253,1
5254,6
5255,6
5256,5
5265,9
5266,6
5267,6
5268,3
5269,3
5270,7
5271,7
5272,2
5275,1
5276,5
5284,2
5285,9
5286,6
5287,6
5288,5
5289,4
5290,2
5301,8
5302,4
5303,7
5305,9
5306,6
5307,10
5315,10
5316,6
5317,5
5318,4
5319,1
5321,6
5322,10
5323,3
5333,1
5334,10
5335,3
5336,8
5337,5
5341,10
5342,5
5343,5
5345,1
5346,7
5347,4
5348,3
5349,7
5356,3
5357,10
5358,8
5360,7
5361,9
5387,9
5397,5
5399,2
5400,8
5401,9
5402,2
5403,1
5413,9
5414,5
5415,1
5419,7
5420,3
5421,7
5422,4
5423,3
5424,2
5425,2
5426,1
5436,10
5437,2
5438,3
5439,9
5440,7
5441,3
5442,5
5443,3
5444,3
5445,10
5446,3
5447,8
5448,8
5460,2
5461,9
5462,2
5492,8
5493,2
5494,9
5496,9
5497,7
5498,1
5510,4
5512,8
5516,1
5518,10
5546,2
5547,1
5548,5
5549,8
5551,10
5552,10
5567,4
5568,9
5570,9
5571,7
5573,10
5574,2
5576,6
5577,10
5578,5
5579,3
5580,5
5593,9
5594,6
5595,10
5597,5
5598,1
5599,8
5601,8
5602,1
5605,3
5606,5
5607,9
5608,4
5618,6
5619,5
5620,7
5621,7
5622,10
5623,7
5624,1
5632,7
5633,9
5634,8
5635,2
5636,1
5637,2
5638,4
5642,6
5643,4
5644,7
5645,5
5646,1
5647,1
5654,5
5655,1
5658,1
5659,1
5660,7
5661,4
5662,8
5663,10
5665,2
5666,4
5673,6
5674,10
5675,3
5676,10
5677,4
5678,5
5679,5
5680,10
5683,10
5684,9
5685,3
5686,3
5687,1
5688,3
5695,10
5696,10
5697,9
5698,3
5699,7
5700,4
5702,3
5703,2
5710,6
5711,2
5712,7
5713,6
5723,3
5724,6
5725,7
5726,4
5728,7
5729,6
5730,2
5732,5
5739,8
5740,9
5743,8
5744,3
5757,9
5758,3
5759,2
5760,5
5769,4
5770,3
5771,10
5772,5
5776,6
5777,6
5778,10
5779,9
5794,9
5795,9
5796,3
5799,4
5800,5
5806,2
5807,3
5808,5
5809,10
5810,3
5811,1
5812,9
5813,8
5823,3
5824,5
5825,10
5826,2
5827,4
5836,6
5837,9
5838,7
5845,6
5846,7
5847,2
5848,7
5849,10
5851,3
5852,4
5853,5
5870,5
5871,2
5872,2
5873,2
5874,3
5875,10
5876,2
5877,2
5885,5
5886,1
5887,7
5888,1
5889,4
5901,9
5902,3
5903,7
5904,2
5923,6
5968,3
5969,2
5970,10
5976,6
5977,3
5978,3
5980,9
5981,3
5982,8
5983,2
5984,1
6006,10
6007,7
6008,2
6016,4
6017,8
6018,3
6019,7
6020,10
6022,8
6023,6
6024,9
6041,2
6042,2
6043,5
6044,2
6045,9
6046,3
6047,5
6048,9
6054,8
6055,2
6056,7
6057,1
6058,9
6071,2
6072,10
6073,1
6082,3
6083,8
6084,1
6085,2
6086,5
6088,4
6089,3
6090,2
6101,9
6104,8
6112,8
6113,2
6114,9
6115,10
6128,5
6129,4
6130,9
6131,5
6139,1
6140,6
6141,2
6142,8
6150,6
6151,7
6152,4
6153,2
6161,7
6162,4
6163,6
6164,9
6176,8
6177,4
6178,2
6179,2
6180,9
6182,3
6183,2
6184,8
6192,6
6204,5
6212,2
6216,10
6217,1
6218,5
6219,2
6220,4
6221,9
6232,3
6242,5
6243,4
6244,5
6245,10
6246,1
6247,3
6248,5
6252,2
6256,6
6257,2
6258,3
6259,4
6260,4
6261,8
6262,3
6266,8
6279,2
6280,2
6281,3
6282,7
6283,7
6284,3
6285,5
6294,6
6312,2
6313,1
6314,5
6315,1
6317,4
6318,9
6330,7
6331,3
6336,7
6356,8
6357,3
6358,3
6367,4
6371,3
6373,9
6374,5
6375,6
6376,6
6379,2
6394,3
6395,1
6396,6
6400,1
6402,1
6403,6
6404,4
6405,2
6406,1
6407,10
6408,4
6417,7
6423,9
6424,2
6425,1
6426,6
6427,4
6428,6
6429,3
6440,7
6445,7
6446,6
6447,4
6448,9
6449,10
6450,10
6451,10
6454,1
6460,4
6461,9
6462,9
6463,9
6464,9
6465,1
6466,1
6470,8
6471,7
6472,2
6473,8
6474,1
6475,9
6476,3
6477,8
6489,2
6490,1
6491,10
6492,2
6493,5
6494,6
6495,7
6496,8
6511,5
6512,3
6513,3
6514,1
6515,5
6516,6
6517,6
6523,2
6524,1
6525,3
6526,2
6527,5
6528,9
6532,7
6534,7
6546,6
6547,8
6548,10
6549,5
6550,9
6551,3
6563,7
6564,5
6571,3
6572,7
6573,4
6574,1
6575,2
6576,4
6592,8
6593,9
6595,10
6596,7
6597,7
6598,1
6599,10
6612,6
6613,3
6614,6
6615,3
6616,9
6617,6
6618,7
6619,7
6623,10
6624,10
6635,6
6636,3
6637,7
6638,6
6639,2
6640,8
6645,4
6646,5
6649,1
6650,5
6651,7
6652,1
6653,10
6654,3
6669,6
6670,8
6672,5
6673,7
6674,1
6675,1
6676,7
6677,3
6679,7
6681,7
6682,5
6688,6
6689,6
6690,7
6691,9
6692,4
6693,1
6696,6
6697,5
6699,4
6700,2
6706,10
6719,9
6720,8
6721,10
6727,5
6730,9
6734,7
6735,9
6745,8
6746,10
6747,6
6748,5
6752,6
6757,9
6758,8
6764,8
6768,9
6769,5
6770,6
6771,10
6772,1
6773,6
6775,5
6776,7
6784,5
6785,10
6786,1
6787,6
6788,8
6789,9
6790,10
6791,7
6794,10
6795,6
6796,2
6797,2
6798,10
6799,10
6801,7
6802,10
6803,10
6804,10
6810,3
6811,4
6814,7
6822,6
6823,10
6824,8
6825,9
6826,10
6827,5
6830,1
6831,1
6837,7
6838,7
6839,6
6840,10
6841,5
6844,8
6845,2
6848,8
6849,4
6850,9
6851,1
6852,7
6853,7
6857,5
6858,2
6859,5
6861,7
6863,5
6878,6
6879,9
6880,4
6881,5
6882,5
6883,1
6884,8
6885,1
6891,7
6901,10
6902,5
6903,4
6904,4
6905,8
6912,7
6924,3
6925,1
6926,9
6927,2
6928,7
6929,3
6932,8
6934,6
6947,3
6948,3
6949,5
6950,8
6951,4
6952,6
6954,9
6956,1
6964,1
6965,8
6966,1
6967,6
6968,1
6969,4
6970,7
6979,2
6989,4
6990,10
6991,10
6992,7
6993,6
6994,5
6995,6
7001,9
7002,10
7005,5
7006,9
7007,7
7008,1
7009,9
7010,6
7011,3
7022,5
7024,3
7025,3
7026,2
7027,9
7036,3
7038,2
7039,8
7040,10
7041,4
7042,7
7044,2
7059,5
7060,8
7100,8
7104,1
7116,2
7117,4
7118,2
7119,4
7120,6
7122,3
7130,6
7139,7
7140,2
7141,9
7142,1
7159,6
7161,1
7167,9
7175,1
7176,10
7177,5
7178,6
7179,1
7180,8
7182,2
7186,7
7190,9
7191,10
7192,9
7193,10
7194,1
7195,2
7196,10
7199,4
7203,7
7204,5
7215,6
7216,1
7217,8
7218,10
7219,5
7220,3
7221,3
7222,3
7232,2
7233,10
7234,7
7235,4
7236,4
7237,1
7238,9
7239,7
7248,6
7249,10
7250,5
7251,6
7252,7
7253,10
7264,6
7268,2
7269,3
7270,7
7276,10
7280,1
7281,1
7282,3
7283,8
7284,5
7290,4
7291,2
7296,4
7297,5
7298,5
7300,7
7303,4
7304,3
7305,3
7306,5
7307,9
7308,4
7315,2
7319,5
7320,5
7322,6
7329,8
7333,6
7334,7
7335,8
7336,4
7337,3
7341,8
7346,6
7349,6
7350,1
7351,4
7352,7
7353,7
7357,6
7359,3
7385,7
7386,2
7387,10
7388,3
7389,9
7390,7
7391,8
7392,9
7401,4
7402,10
7407,7
7408,7
7409,3
7410,3
7411,8
7416,4
7417,2
7418,9
7420,8
7421,2
7422,8
7423,3
7424,9
7432,6
7433,3
7434,10
7437,7
7438,6
7439,4
7440,4
7441,3
7445,3
7446,5
7447,2
7452,5
7453,8
7454,10
7455,3
7459,8
7460,10
7461,4
7469,6
7470,10
7471,5
7472,7
7473,2
7477,6
7478,6
7479,10
7484,10
7485,6
7486,1
7487,6
7488,9
7489,6
7490,5
7491,6
7496,8
7497,4
7498,10
7499,8
7500,1
7504,5
7510,8
7511,7
7512,10
7513,7
7517,4
7518,7
7523,2
7524,3
7525,6
7530,10
7531,9
7532,5
7536,9
7537,8
7538,10
7541,7
7542,6
7543,4
7544,9
7547,3
7548,9
7549,10
7567,6
7575,6
7576,2
7577,4
7578,5
7581,10
7582,2
7583,2
7584,1
7589,3
7590,2
7591,3
7592,5
7601,2
7602,2
7603,3
7604,9
7606,9
7607,8
7608,6
7611,9
7612,7
7613,3
7614,1
7615,8
7620,3
7621,4
7622,3
7627,3
7628,7
7629,10
7630,10
7631,8
7633,3
7634,1
7635,3
7640,4
7641,10
7642,8
7643,7
7644,5
7652,9
7653,4
7654,9
7656,1
7657,1
7658,1
7659,9
7660,8
7665,1
7666,2
7667,1
7677,7
7678,5
7679,4
7680,5
7681,6
7682,6
7702,5
7703,5
7704,3
7705,5
7710,6
7711,5
7712,7
7713,3
7717,9
7718,10
7719,9
7720,5
7729,9
7730,3
7731,3
7732,4
7734,7
7735,7
7736,4
7737,2
7741,7
7742,8
7743,4
7744,5
7750,8
7751,3
7752,3
7753,2
7754,7
7755,4
7756,8
7757,7
7759,3
7760,5
7761,6
7762,4
7767,2
7768,4
7769,4
7770,10
7772,2
7773,2
7774,7
7775,8
7778,8
7779,4
7780,9
7781,9
7785,2
7786,5
7787,4
7788,4
7794,4
7795,8
7796,7
7797,7
7799,10
7800,8
7801,6
7802,7
7806,2
7807,3
7814,2
7815,2
7820,10
7822,3
7823,2
7826,9
7827,5
7834,4
7835,7
7836,2
7838,3
7842,8
7843,2
7844,3
7845,4
7846,5
7847,1
7854,8
7856,9
7857,6
7858,1
7859,5
7860,9
7861,1
7862,9
7863,8
7865,6
7866,7
7867,5
7868,7
7869,5
7879,7
7880,7
7881,9
7883,7
7884,6
7885,8
7886,7
7887,7
7888,9
7889,7
7890,6
7900,6
7907,9
7908,7
7909,1
7910,2
7911,4
7912,6
7922,8
7923,1
7924,2
7925,5
7926,10
7927,8
7928,6
7929,6
7941,6
7942,4
7943,2
7944,1
7945,10
7946,4
7947,9
7948,6
7958,3
7959,7
7960,8
7961,3
7962,1
7963,10
7964,4
7966,10
7975,9
7976,5
7977,3
7978,4
7979,8
7980,1
7987,3
7992,3
7993,8
7994,8
7995,4
7996,10
7997,2
8011,1
8012,10
8013,6
8014,6
8016,3
8017,4
8018,2
8019,3
8032,1
8033,5
8034,8
8035,5
8040,8
8041,8
8042,5
8043,7
8045,6
8046,2
8047,4
8048,4
8058,4
8059,6
8060,2
8061,10
8065,7
8066,10
8067,1
8068,8
8069,8
8070,8
8081,8
8082,1
8088,2
8089,3
8090,10
8099,6
8100,6
8103,7
8108,4
8109,2
8110,3
8111,10
8118,5
8119,3
8122,7
8123,4
8124,10
8125,2
8126,10
8130,5
8131,6
8141,6
8142,8
8143,2
8144,5
8145,7
8146,1
8147,5
8150,10
8151,5
8154,6
8155,6
8156,7
8158,9
8159,1
8160,2
8161,1
8164,2
8165,9
8166,1
8167,9
8173,10
8174,5
8175,2
8176,2
8179,10
8180,6
8181,4
8182,4
8184,1
8185,5
8186,10
8187,3
8196,7
8197,6
8198,8
8199,7
8201,3
8202,8
8203,6
8204,5
8205,2
8206,9
8207,1
8208,2
8209,8
8210,2
8216,1
8217,3
8218,8
8219,6
8221,9
8222,7
8223,10
8224,7
8225,2
8226,10
8227,3
8228,9
8233,2
8234,1
8235,3
8236,3
8244,3
8245,10
8246,9
8247,8
8250,10
8251,10
8252,1
8253,4
8256,8
8257,5
8258,8
8259,8
8265,6
8266,7
8267,3
8268,2
8278,8
8279,7
8280,4
8281,8
8285,1
8286,5
8287,6
8288,7
8292,1
8293,5
8294,5
8295,5
8301,9
8302,3
8314,8
8315,4
8316,3
8317,7
8324,8
8325,2
8326,1
8327,6
8340,4
8341,2
8342,6
8343,9
8351,8
8352,6
8353,10
8354,9
8355,3
8356,3
8364,1
8365,5
8366,3
8368,4
8369,10
8372,6
8373,7
8374,3
8383,2
8384,5
8385,3
8386,6
8387,1
8388,9
8390,4
8391,6
8399,6
8400,7
8414,3
8415,9
8416,8
8417,6
8418,4
8419,2
8420,4
8421,4
8422,9
8423,2
8424,9
8425,4
8440,1
8441,5
8442,10
8445,2
8446,7
8447,3
8448,6
8449,7
8450,3
8451,1
8452,10
8465,3
8466,10
8467,5
8468,8
8469,7
8470,4
8471,9
8472,3
8473,3
8474,1
8475,2
8476,8
8477,7
8489,9
8490,5
8491,4
8492,7
8493,4
8494,6
8495,2
8496,5
8497,4
8498,4
8499,10
8501,2
8502,1
8513,9
8514,2
8515,9
8516,10
8517,4
8518,10
8519,10
8520,9
8524,4
8525,6
