id,domain,type,url,scraped_at,title,authors,keywords,tags,summary,content_len,mean_word_len,median_word_len
89,conservativefighters.com,fake,http://conservativefighters.com/page/757/,2018-01-25 16:17:44.789555,Conservative Fighters,,,,,244,4.595238095238095,4.0
102,christianpost.com,reliable,https://www.christianpost.com/news/professor-conducts-libation-to-summon-spirits-of-blacks-killed-by-police-in-hollywood-church-214285/,2018-01-25 16:17:44.789555,Professor Conducts Libation to Summon Spirits of Blacks Killed by Police in Hollywood Church,,,,,4468,4.706507304116866,4
103,christianpost.com,reliable,https://www.christianpost.com/news/ghost-ship-with-8-dead-north-koreans-washes-up-japan-unified-korea-flag-announcement-214259/,2018-01-25 16:17:44.789555,'Ghost Ship' With 8 Dead N. Koreans Washes Up in Japan During 'Unified Korea' Flag Announcement,,,,,3027,4.848,4.0
104,christianpost.com,reliable,https://www.christianpost.com/news/facebook-bans-paid-ads-pro-life-film-produced-by-mlk-niece-214143/,2018-01-25 16:17:44.789555,Facebook Lifts Ban on Paid Ads for Pro-Life Film Produced by MLK's Niece After Appeal,,,,,4991,5.107006369426752,4
105,christianpost.com,reliable,https://www.christianpost.com/news/iranian-christian-convert-leads-1500-muslims-christ-sweden-214267/,2018-01-25 16:17:44.789555,"Iranian Christian Convert Leads 1,500 Muslims to Christ in Sweden",,,,,3880,4.5266272189349115,4.0
106,christianpost.com,reliable,https://www.christianpost.com/news/justice-dept-dc-metro-violated-religious-freedom-archdiocese-blocking-christmas-ads-214140/,2018-01-25 16:17:44.789555,Justice Dept. Says DC Metro Violated Religious Freedom of Archdiocese by Blocking Christmas Ads,,,,,3927,5.688380281690141,5.0
107,christianpost.com,reliable,https://www.christianpost.com/news/chick-fil-a-kicks-out-breastfeeding-mom-warning-men-can-see-her-indecency-214254/,2018-01-25 16:17:44.789555,"Chick-fil-A Kicks Out Breastfeeding Mom, Warning Men Can See Her 'Indecency,' Later Asks Forgiveness",,,,,3394,4.637305699481865,4
108,christianpost.com,reliable,https://www.christianpost.com/news/forcing-pro-life-groups-promote-abortion-discriminatory-unconstitutional-repugnant-conservatives-scotus-214279/,2018-01-25 16:17:44.789555,"Forcing Pro-Life Groups to Promote Abortion 'Discriminatory,' 'Unconstitutional,' 'Repugnant': Conservatives to SCOTUS",,,,,3894,5.505226480836237,5.0
120,christianpost.com,reliable,https://www.christianpost.com/news/school-district-appeals-texas-cheerleaders-bible-verse-case-to-state-supreme-court-214263/,2018-01-25 16:17:44.789555,School District Appeals Texas Cheerleaders' Bible Verse Case to State Supreme Court,,,,,4585,5.286118980169972,5.0
138,coed.com,fake,https://coed.com/2018/01/23/boston-celtics-vs-los-angeles-lakers-live-stream-how-to-watch-online/,2018-01-25 16:17:44.789555,Celtics vs. Lakers Live Stream: Watch Online,"Who Is Jesse Tully, A Hard Working, Diligent, Fun Loving, Self Proclaimed Sports Addict Who Isn'T Afraid To Make A Horribly Funny Pun. I Truly Believe That Laughter Is The Best Medicine., My Favorite Sports Teams In Order., Ny Giants, Ny Yankees, Lebron James, Yes He Counts As A Team",,"los angeles lakers, NBA, Videos, Boston Celtics",,3895,4.408369408369408,4
149,conservativefighters.com,fake,http://conservativefighters.com/news/3-republican-women-just-beat-beyonce-admired-woman-world/,2018-01-25 16:17:44.789555,3 Republican Women Just Beat Beyonce For Most Admired Woman In The World,,,News,,1702,4.692041522491349,4
150,conservativefighters.com,fake,http://conservativefighters.com/news/sarah-sanders-roll-now-shes-caught-nyt-red-handed-saying-nice-things-trump/,2018-01-25 16:17:44.789555,"Sarah Sanders Is on a Roll — Now She’s Caught the NYT, Red-Handed, Saying Nice Things About Trump",,,News,,1668,5.638297872340425,5
151,conservativefighters.com,fake,http://conservativefighters.com/news/cnn-kept-shouting-questions-trump-silenced-one-word-video/,2018-01-25 16:17:44.789555,CNN Kept Shouting Questions At Trump — He Silenced Them With One Word [VIDEO],,,News,,1112,5.319526627218935,5
152,conservativefighters.com,fake,http://conservativefighters.com/news/wh-doctor-just-said-trumps-mental-health-made-reporters-pee-pants-video/,2018-01-25 16:17:44.789555,What The WH Doctor Just Said About Trump’s Mental Health Made Reporters Pee Their Pants [VIDEO],,,News,,1164,5.0,4.0
173,beforeitsnews.com,fake,http://beforeitsnews.com/prophecy/2018/01/largest-turnover-in-midterm-history-mark-taylor-interview-january-2018-2496637.html,2018-01-25 16:17:44.789555,Largest Turnover in Midterm History Mark Taylor Interview January 2018,,,,,113,5.166666666666667,5.0
174,beforeitsnews.com,fake,http://beforeitsnews.com/prophecy/2018/01/fbi-whistleblower-fbi-secret-society-held-off-site-meetings-via-fox-news-video-2496638.html,2018-01-25 16:17:44.789555,FBI Whistleblower: FBI Secret Society Held Off Site Meetings via Fox News (Video),Jeffery Pritchett,,,,1233,5.15625,4.0
175,beforeitsnews.com,fake,http://beforeitsnews.com/prophecy/2018/01/deepstate-criminal-conspiracy-trifecta-fbi-secret-society-lost-text-messages-fisa-abuse-video-2496641.html,2018-01-25 16:17:44.789555,"#DeepState Criminal Conspiracy Trifecta: FBI Secret Society, Lost Text Messages & FISA Abuse (Video)",Jeffery Pritchett,,,,1386,5.04524886877828,4
176,beforeitsnews.com,fake,http://beforeitsnews.com/prophecy/2018/01/the-truth-about-the-israel-palestine-conflict-2496645.html,2018-01-25 16:17:44.789555,The Truth About the Israel-Palestine Conflict,Tng Christians,,,,15437,4.586776859504132,4.0
177,beforeitsnews.com,fake,http://beforeitsnews.com/prophecy/2018/01/father-call-no-man-your-father-warn-radio-christian-ministry-2496648.html,2018-01-25 16:17:44.789555,Father “Call No Man Your Father” -,The Watchman Magazine,,,,994,5.984848484848484,5.0
178,beforeitsnews.com,fake,http://beforeitsnews.com/paranormal/2018/01/fake-news-a-weird-wednesday-collection-2531726.html,2018-01-25 16:17:44.789555,Fake News: A Weird Wednesday Collection,Theresa'S Haunted History Of The Tri-State,,,,3156,4.793893129770993,4.0
192,christianpost.com,reliable,https://www.christianpost.com/news/democrat-nancy-pelosi-trump-evangelicals-daca-legislation-dreamers-214289/,2018-01-25 16:17:44.789555,Democrat Leader Nancy Pelosi Joins Trump-Supporting Evangelicals to Advance DACA Legislation,,,,,4832,5.483916083916084,5
193,christianpost.com,reliable,https://www.christianpost.com/news/pentecostal-christian-couple-arrested-for-torture-let-children-eat-once-a-day-shower-twice-a-year-214278/,2018-01-25 16:17:44.789555,"'Christian' Couple Arrested for Torture Let Children Eat Once a Day, Allowed 1 Annual Shower",,,,,4973,4.631828978622328,4.0
194,christianpost.com,reliable,https://www.christianpost.com/news/pastors-who-lead-double-lives-lost-touch-with-people-are-wound-to-the-church-pope-francis-214281/,2018-01-25 16:17:44.789555,"Pastors Who Lead Double Lives Have Lost Touch With People, Are Wound to the Church, Pope Francis Says",,,,,2921,4.581673306772909,4.0
195,christianpost.com,reliable,https://www.christianpost.com/news/nfl-star-benjamin-watson-tells-planned-parenthood-to-stop-quoting-martin-luther-king-jr-214265/,2018-01-25 16:17:44.789555,NFL Star Benjamin Watson Tells Planned Parenthood to Stop Quoting Martin Luther King Jr.,,,,,3453,4.983695652173913,4.0
196,christianpost.com,reliable,https://www.christianpost.com/news/huge-drop-christians-in-gaza-bishop-hails-heroes-staying-behind-build-christian-life-214244/,2018-01-25 16:17:44.789555,"Huge Drop in Christians in Gaza, Bishop Hails 'Heroes' Staying Behind to Build Christian Life",,,,,3102,5.175983436853002,4
197,christianpost.com,reliable,https://www.christianpost.com/news/indonesian-christians-fighting-trump-deportations-likened-to-jews-fleeing-nazis-by-federal-judge-214398/,2018-01-25 16:17:44.789555,Indonesian Christians Fighting Trump Deportations Likened to Jews Fleeing Nazis by Federal Judge,,,,,3272,5.215415019762846,4.0
198,christianpost.com,reliable,https://www.christianpost.com/news/instagram-mistakenly-deleted-pastor-jamal-bryants-post-urging-hm-boycott-company-says-214423/,2018-01-25 16:17:44.789555,"Instagram 'Mistakenly' Deleted Pastor Jamal Bryant's Post Urging H&M Boycott, Company Says",,,,,3318,4.94589552238806,4.0
210,christianpost.com,reliable,https://www.christianpost.com/news/china-church-destruction-golden-lampstand-linfen-213907/,2018-01-25 16:17:44.789555,The Destruction of China's Churches,,,,,598,7.590909090909091,6.0
245,beforeitsnews.com,fake,http://beforeitsnews.com/awakening-start-here/2018/01/alabama-declares-flu-outbreak-emergency-as-vaccine-failure-becomes-obvious-to-everyone-10607.html,2018-01-25 16:17:44.789555,Alabama declares flu outbreak emergency as vaccine failure becomes obvious to everyone,,,"vaccine failure, influenza, Heavy metals, Flu vaccine, junk science, Alabama, flu outbreak, badmedicine, mercury, badhealth, Flu shots, prevent flu",,1473,6.406417112299465,5
246,beforeitsnews.com,fake,http://beforeitsnews.com/awakening-start-here/2018/01/fbi-investigation-of-clinton-foundation-expands-to-australia-i-rang-the-office-months-ago-about-this-and-they-hung-up-on-me-lol-wker-10609.html,2018-01-25 16:17:44.789555,"FBI Investigation of Clinton Foundation Expands to Australia ( I rang the office months ago about this and they hung up on me lol, w*#ker)",,,** MORE CLINTON FOUNDATION COVERAGE at Liberty Headlines **,,3177,6.5075,5.0
247,beforeitsnews.com,fake,http://beforeitsnews.com/awakening-start-here/2018/01/an-oops-sends-hawaii-into-nuclear-panic-10613.html,2018-01-25 16:17:44.789555,AN “OOPS” SENDS HAWAII INTO NUCLEAR PANIC?,,,,,5981,5.7104591836734695,4.0
248,beforeitsnews.com,fake,http://beforeitsnews.com/awakening-start-here/2018/01/the-william-tyrell-incident-what-happened-to-spiderman-10616.html,2018-01-25 16:17:44.789555,"The William Tyrell Incident, what happened to spiderman?",,,,,9245,5.532137518684604,4.0
249,beforeitsnews.com,fake,http://beforeitsnews.com/awakening-start-here/2018/01/walls-a-history-10618.html,2018-01-25 16:17:44.789555,Walls: A History,Ethan Indigo Smith,,,,19418,4.956057752667922,4.0
250,beforeitsnews.com,fake,http://beforeitsnews.com/awakening-start-here/2018/01/new-england-patriots-vs-philadelphia-eagles-10619.html,2018-01-25 16:17:44.789555,New England Patriots Vs. Philadelphia Eagles,,,,,3617,5.929313929313929,4
255,beforeitsnews.com,fake,http://beforeitsnews.com/awakening-start-here/2018/01/meditation-comprehension-2-10620.html,2018-01-25 16:17:44.789555,Meditation Comprehension,Ethan Indigo Smith,,,,7343,5.092783505154639,4.0
256,beforeitsnews.com,fake,http://beforeitsnews.com/awakening-start-here/2018/01/awakening-of-12-strands-of-dna-reconnecting-with-you-movie-10623.html,2018-01-25 16:17:44.789555,AWAKENING OF 12 STRANDS of DNA – “Reconnecting with You” Movie,Zurich Times,,,,1256,5.9640718562874255,4
257,christianpost.com,reliable,https://www.christianpost.com/news/googles-one-sided-fact-checking-campaign-213909/,2018-01-25 16:17:44.789555,Google's One-Sided Fact-Checking Campaign,,,,,709,6.333333333333333,5
258,christianpost.com,reliable,https://www.christianpost.com/news/billy-graham-queen-elizabeth-historic-friendship-213908/,2018-01-25 16:17:44.789555,Billy Graham and the Queen: A Historic Friendship,,,,,693,6.288888888888889,5.0
259,christianpost.com,reliable,https://www.christianpost.com/news/making-christian-education-foundation-stone-of-life-214232/,2018-01-25 16:17:44.789555,Making Christian Education the Foundation Stone of Life,,,,,874,5.503937007874016,4
260,christianpost.com,reliable,https://www.christianpost.com/news/human-trafficking-christian-persecution-214230/,2018-01-25 16:17:44.789555,Human Trafficking in the Shadow of Christian Persecution,,,,,643,6.897435897435898,6.0
261,christianpost.com,reliable,https://www.christianpost.com/news/media-meltdown-over-bible-museum-washington-post-214228/,2018-01-25 16:17:44.789555,A Media Meltdown Over the Bible Museum,,,,,473,6.096774193548387,4.0
262,christianpost.com,reliable,https://www.christianpost.com/news/whos-afraid-of-the-big-bad-christian-james-lankford-religious-freedom-214765/,2018-01-25 16:17:44.789555,Who's Afraid of the Big Bad Christian?,,,,,659,6.428571428571429,5.0
263,christianpost.com,reliable,https://www.christianpost.com/news/meat-or-vegetables-whats-the-christian-choice-214767/,2018-01-25 16:17:44.789555,Meat or Vegetables: What's the Christian Choice?,,,,,540,5.3924050632911396,4
337,beforeitsnews.com,fake,http://beforeitsnews.com/blogging-citizen-journalism/2018/01/attention-forward-to-president-trump-bombshell-breadcrumb-from-judge-anna-von-reitz-urgent-public-message-2585490.html,2018-01-25 16:17:44.789555,Attention!!! Forward To President Trump; Bombshell Breadcrumb From Judge Anna von Reitz! Urgent Public Message!,,,,,3986,5.125603864734299,4
352,beforeitsnews.com,fake,http://beforeitsnews.com/space/2018/01/this-is-the-surface-of-a-giant-star-350-times-larger-than-the-sun-2511154.html,2018-01-25 16:17:44.789555,"This is the Surface of a Giant Star, 350 Times Larger Than the Sun",Universe Today,,,,6289,5.015810276679842,4.0
362,beforeitsnews.com,fake,http://beforeitsnews.com/alternative/2018/01/the-custom-built-donald-trump-1911-pistol-by-jesse-james-video-3590696.html,2018-01-25 16:17:44.789555,The custom built Donald Trump 1911 pistol by Jesse James (VIDEO),,,,,2578,4.696682464454977,4.0
363,beforeitsnews.com,fake,http://beforeitsnews.com/space/2018/01/hot-spot-going-the-wrong-way-on-hot-jupiter-corot-2b-2511124.html,2018-01-25 16:17:44.789555,Hot Spot Going the Wrong Way on Hot Jupiter CoRoT-2b,Alton Parrish,,,,3054,5.193684210526316,5
364,beforeitsnews.com,fake,http://beforeitsnews.com/space/2018/01/upcoming-telescopes-should-be-able-to-detect-mountains-and-other-landscapes-on-extrasolar-planets-2511118.html,2018-01-25 16:17:44.789555,Upcoming Telescopes Should be Able to Detect Mountains and Other Landscapes on Extrasolar Planets,Universe Today,,,,8400,5.466932270916335,5
365,beforeitsnews.com,fake,http://beforeitsnews.com/politics/2018/01/federal-prosecutor-blows-lid-off-obamas-brazen-plot-to-frame-trump-for-a-crime-2976226.html,2018-01-25 16:17:44.789555,Federal Prosecutor Blows Lid Off Obama’s ‘Brazen Plot’ To Frame Trump For a Crime,Economic News,,,,113,5.166666666666667,5.0
366,beforeitsnews.com,fake,http://beforeitsnews.com/opinion-liberal/2018/01/beyond-imagination-uranium-one-2568689.html,2018-01-25 16:17:44.789555,Beyond Imagination: Uranium One,,,,,23803,5.346218020022247,5.0
367,beforeitsnews.com,fake,http://beforeitsnews.com/space/2018/01/lego-scrubs-shuttle-tower-2511120.html,2018-01-25 16:17:44.789555,"LEGO scrubs shuttle, tower",,,,,794,5.97196261682243,5
389,beforeitsnews.com,fake,http://beforeitsnews.com/space/2018/01/heres-something-strange-the-afterglow-from-last-years-kilonova-is-continuing-to-brighten-2511115.html,2018-01-25 16:17:44.789555,"Here’s Something Strange, the Afterglow From Last Year’s Kilonova is Continuing to Brighten",Universe Today,,,,5270,5.460358056265985,4.0
398,beforeitsnews.com,fake,http://beforeitsnews.com/space/2018/01/john-lear-interview-04jan2018-re-recent-tictac-sighting-secret-pentagon-program-more-proj-camelot-video-2511139.html,2018-01-25 16:17:44.789555,John Lear: Interview 04Jan2018 – Recent Tic Tac Sightings and Secret Pentagon Program Plus More Project Camelot (Video),,,,,5062,5.610098176718092,4
399,beforeitsnews.com,fake,http://beforeitsnews.com/space/2018/01/a-new-kind-of-propulsion-system-that-doesnt-need-propellant-it-converts-electricity-into-thrust-and-vice-versa-2511122.html,2018-01-25 16:17:44.789555,A New Kind of Propulsion System That Doesn’t Need Propellant. It Converts Electricity into Thrust and Vice Versa.,Universe Today,,,,4967,5.446693657219973,5
400,beforeitsnews.com,fake,http://beforeitsnews.com/space/2018/01/the-archon-invasion-theyre-here-2-2511146.html,2018-01-25 16:17:44.789555,"The Archon Invasion, They’re Here",Ethan Indigo Smith,,,,43604,5.279958677685951,4.0
446,beforeitsnews.com,fake,http://beforeitsnews.com/financial-markets/2018/01/es-morning-update-january-25th-2018-2952222.html,2018-01-25 16:17:44.789555,ES Morning Update January 25th 2018,Red Dragon Leo,,,,2052,4.332432432432433,4.0
447,beforeitsnews.com,fake,http://beforeitsnews.com/food-and-farming/2018/01/united-arab-emirates-ramada-ajman-team-harvests-organic-crops-at-its-urban-farm-2506227.html,2018-01-25 16:17:44.789555,United Arab Emirates: Ramada Ajman team harvests organic crops at its urban farm,City Farmer News,,,,1108,6.232394366197183,5.0
448,beforeitsnews.com,fake,http://beforeitsnews.com/economy/2018/01/top-dem-calls-release-the-memo-conspiracy-theory-2931679.html,2018-01-25 16:17:44.789555,Top Dem Calls Release The Memo ‘conspiracy Theory’,,,,,3005,5.383073496659243,4
449,beforeitsnews.com,fake,http://beforeitsnews.com/financial-markets/2018/01/have-you-seen-palladiums-tradable-price-pattern-2952224.html,2018-01-25 16:17:44.789555,Have You Seen Palladium’s Tradable Price Pattern?,Crude Oil Trader,,,,3538,4.972222222222222,4.0
450,beforeitsnews.com,fake,http://beforeitsnews.com/financial-markets/2018/01/american-airlines-quarterly-profits-hit-by-higher-fuel-and-labour-costs-2952226.html,2018-01-25 16:17:44.789555,American Airlines quarterly profits hit by higher fuel and labour costs,,,,,1794,5.59375,5.0
451,beforeitsnews.com,fake,http://beforeitsnews.com/travel/2018/01/new-technologies-coming-to-cruise-ships-2490599.html,2018-01-25 16:17:44.789555,New Technologies Coming To Cruise Ships,,,,,3388,4.983695652173913,4.0
452,beforeitsnews.com,fake,http://beforeitsnews.com/financial-markets/2018/01/summit-therapeutics-shares-jump-on-exciting-interim-results-of-ezutromid-study-2952228.html,2018-01-25 16:17:44.789555,Summit Therapeutics shares jump on ‘exciting’ interim results of ezutromid study,,,,,3503,5.636,5.0
453,beforeitsnews.com,fake,http://beforeitsnews.com/business/2018/01/cnbc-to-offer-news-briefs-on-homepod-3474334.html,2018-01-25 16:17:44.789555,CNBC to offer news briefs on HomePod,Talking Biz News,,,,712,5.927835051546392,5
471,christianpost.com,reliable,https://www.christianpost.com/news/nsa-has-been-running-a-voice-recognition-system-since-2004-says-report-214949/,2018-01-25 16:17:44.789555,"NSA Has Been Running a Voice-Recognition System Since 2004, Says Report",,,,,2755,5.523114355231144,5
483,coed.com,fake,https://coed.com/2018/01/22/trade-insurance-for-your-jersey-might-be-the-best-thing-ever-created/,2018-01-25 16:17:44.789555,Jersey Trade & Swaps Insurance: Full Story & Must-See Details,"Who Is Jesse Tully, A Hard Working, Diligent, Fun Loving, Self Proclaimed Sports Addict Who Isn'T Afraid To Make A Horribly Funny Pun. I Truly Believe That Laughter Is The Best Medicine., My Favorite Sports Teams In Order., Ny Giants, Ny Yankees, Lebron James, Yes He Counts As A Team",,"MLB, NFL, NHL, NBA, Videos, jerseys",,2433,4.542654028436019,4.0
493,conservativefighters.com,fake,http://conservativefighters.com/news/revealed-comeys-original-hillary-clinton-email-memo-suggested-possible-felony-violations/,2018-01-25 16:17:44.789555,REVEALED: Comey’s Original Hillary Clinton Email Memo Suggested Possible Felony Violations,,,News,,3735,5.536101083032491,5.0
495,conservativefighters.com,fake,http://conservativefighters.com/news/8-years-obama-iran-protesters-reveal-trumps-support-means-prepare-die-regime-change/,2018-01-25 16:17:44.789555,"After 8 Years with Obama, Iran Protesters Reveal What Trump’s Support Means to Them As They Prepare to Die for Regime Change",,,News,,6228,4.804093567251462,4.0
496,conservativefighters.com,fake,http://conservativefighters.com/news/fbi-launched-yet-another-investigation-hillary-clinton-agents-little-rock-ar/,2018-01-25 16:17:44.789555,"The FBI Has Launched Yet Another Investigation Into Hillary Clinton — Agents Are in Little Rock, AR",,,News,,1982,5.476190476190476,5.0
497,conservativefighters.com,fake,http://conservativefighters.com/news/reporter-yells-trump-asking-bannon-fired-trumps-response-ice-cold/,2018-01-25 16:17:44.789555,Reporter Yells At Trump Asking If Bannon Should Be Fired – Trump’s Response Is Ice Cold,,,News,,1849,4.578616352201258,4.0
513,beforeitsnews.com,fake,http://beforeitsnews.com/arts/2018/01/zebrato-by-arshad-husain-siddiqui-2507420.html,2018-01-25 16:17:44.789555,Zebrato by Arshad Husain Siddiqui,Baroness Photos,,,,664,5.186274509803922,4.0
514,beforeitsnews.com,fake,http://beforeitsnews.com/arts/2018/01/bettas-auction-%e0%b9%80%e0%b8%88%e0%b9%89%e0%b8%b2%e0%b8%99%e0%b9%89%e0%b8%b3%e0%b9%80%e0%b8%87%e0%b8%b4%e0%b8%99-by-panupon-eurawong-2507418.html,2018-01-25 16:17:44.789555,Betta’s auction. เจ้าน้ำเงิน by Panupon Eurawong,Baroness Photos,,,,113,5.166666666666667,5.0
515,christianpost.com,reliable,https://www.christianpost.com/news/mike-pence-trump-jerusalem-decision-middle-east-tour-214540/,2018-01-25 16:17:44.789555,Mike Pence Takes Heat for Trump's Jerusalem Decision on Middle East Tour,,,,,3955,5.057324840764331,4.0
516,christianpost.com,reliable,https://www.christianpost.com/news/tobymac-urges-fans-join-nashville-marathon-end-class-segregation-spiritual-poverty-214457/,2018-01-25 16:17:44.789555,"TobyMac Urges Fans to Join Him in Nashville Marathon to End 'Class Segregation, Spiritual Poverty'",,,,,2204,5.122093023255814,4.0
517,christianpost.com,reliable,https://www.christianpost.com/news/christian-actor-kevin-sorbo-responds-being-banned-comic-convention-214537/,2018-01-25 16:17:44.789555,Christian Actor Kevin Sorbo Responds to Being 'Banned' by Comic Convention,,,,,2386,4.749367088607595,4
518,christianpost.com,reliable,https://www.christianpost.com/news/franklin-graham-trump-porn-star-allegations-not-president-perfect-214549/,2018-01-25 16:17:44.789555,Franklin Graham Responds to Trump-Porn Star Allegations: 'He Is Not President Perfect',,,,,3493,4.765112262521589,4
519,christianpost.com,reliable,https://www.christianpost.com/news/to-build-pro-life-culture-christians-must-address-culture-of-self-evangelical-214559/,2018-01-25 16:17:44.789555,"To Build Pro-Life Culture, Christians Must Address Culture of 'Self': Evangelical",,,,,4950,5.005044136191677,4
520,christianpost.com,reliable,https://www.christianpost.com/news/president-trump-declares-jan-22-national-sanctity-of-human-life-day-214686/,2018-01-25 16:17:44.789555,President Trump Declares Jan. 22 'National Sanctity of Human Life Day',,,,,3624,5.1007067137809186,5.0
521,christianpost.com,reliable,https://www.christianpost.com/news/church-of-england-advises-clergy-to-use-baptism-rite-to-celebrate-gender-transition-214672/,2018-01-25 16:17:44.789555,Church of England Advises Clergy to Use Baptism Rite to Celebrate Gender Transition,,,,,3164,5.295454545454546,5.0
535,christianpost.com,reliable,https://www.christianpost.com/news/homeschool-concerned-more-regulations-abuse-perris-house-california-214688/,2018-01-25 16:17:44.789555,Homeschoolers Concerned About More Regulations After Alleged Abuse at Perris House,,,,,4840,5.365853658536586,4.0
574,beforeitsnews.com,fake,http://beforeitsnews.com/arts/2018/01/new-year-glitter-portrait-by-nina-sinitskaya-2507416.html,2018-01-25 16:17:44.789555,New Year Glitter portrait by Nina Sinitskaya,Baroness Photos,,,,113,5.166666666666667,5.0
575,beforeitsnews.com,fake,http://beforeitsnews.com/arts/2018/01/chironomus-crassicaudatus-by-victor-mozqueda-2507415.html,2018-01-25 16:17:44.789555,Chironomus crassicaudatus by Victor Mozqueda,Baroness Photos,,,,547,8.218181818181819,6
576,beforeitsnews.com,fake,http://beforeitsnews.com/economy/2018/01/housing-market-supply-and-demand-just-the-facts-2931692.html,2018-01-25 16:17:44.789555,Housing Market Supply And Demand: Just The Facts,,,,,3487,4.951871657754011,4
577,beforeitsnews.com,fake,http://beforeitsnews.com/arts/2018/01/the-way-back-by-natasha-yankelevich-2507424.html,2018-01-25 16:17:44.789555,The way back by Natasha Yankelevich,Baroness Photos,,,,558,6.757575757575758,5.0
578,beforeitsnews.com,fake,http://beforeitsnews.com/arts/2018/01/peas-by-ana-gomez-2507422.html,2018-01-25 16:17:44.789555,Peas by Ana Gómez,Baroness Photos,,,,113,5.166666666666667,5.0
579,beforeitsnews.com,fake,http://beforeitsnews.com/arts/2018/01/black-ray-by-richard-kownacki-2507421.html,2018-01-25 16:17:44.789555,Black Ray by Richard Kownacki,Baroness Photos,,,,113,5.166666666666667,5.0
592,beforeitsnews.com,fake,http://beforeitsnews.com/awakening-start-here/2018/01/boss-offers-his-staff-two-days-off-if-they-support-calls-to-change-the-date-of-australia-day-boycott-loud-and-clear-melbourne-10602.html,2018-01-25 16:17:44.789555,Boss offers his staff TWO DAYS off if they support calls to change the date of Australia Day (Boycott “Loud and clear” Melbourne),,,,,370,5.053571428571429,4.0
