,freq,fake,reliable,idf_weight,fakeness_score
well,"(11824, 20328)","(11743, 20402.201625338665)","(81, 12764.138524188122)",1.441798614426287,-0.2905804259253649

use,"(10068, 20010)","(10005, 20128.54311017005)","(63, 7926.118277116817)",1.6025516770711474,-0.6467901380589641

where,"(11259, 19990)","(11166, 20019.48362811023)","(93, 16984.539165250324)",1.4907575017613661,-0.08910735656668023

should,"(10515, 19867)","(10410, 19847.815924867922)","(105, 21822.559412321625)",1.5591155892865918,0.049706126099343884

much,"(10757, 19346)","(10665, 19374.215025922967)","(92, 16469.856160242736)",1.536364046212229,-0.08794417276020572

state,"(8217, 19177)","(8125, 19085.409360468264)","(92, 28513.438477420237)",1.805683966630157,0.2420925301220016

dont,"(9843, 19043)","(9766, 19065.213160086816)","(77, 16778.665963247287)",1.6251507144787678,-0.06803327082145283

reader,"(17645, 18540)","(17642, 18716.82870350684)","(3, 514.6830050075855)",1.0415082096376036,-0.9999999999999991

befor,"(11144, 18406)","(11044, 18408.836647689757)","(100, 18116.84177626701)",1.5010230659970998,-0.008058483765692515

day,"(9669, 18315)","(9593, 18370.46386696501)","(76, 12661.201923186603)",1.6429843547547798,-0.2217186323960959

year,"(9208, 18212)","(9118, 18248.276854657248)","(90, 14514.060741213912)",1.691830879805535,-0.12793638361417403

here,"(10535, 17676)","(10444, 17724.185454758674)","(91, 12764.138524188122)",1.5572155497641744,-0.19188759372302944

she,"(5463, 17517)","(5376, 17322.28106716786)","(87, 37365.98616355071)",2.213823581716588,0.5216127090697928

while,"(10803, 17461)","(10689, 17434.369979284897)","(114, 20175.57379629735)",1.5320973137094382,0.07845338214779196

life,"(8045, 17329)","(7949, 17185.95671459309)","(96, 31910.3463104703)",1.8268355034418646,0.4039701979407573

news,"(9575, 16797)","(9493, 16783.0425169832)","(82, 18219.77837726853)",1.6527525944533987,0.04277707930780417

back,"(9703, 16646)","(9618, 16651.76721450379)","(85, 16058.109756236669)",1.6394745288106394,-0.018482556862286503

down,"(9493, 16602)","(9422, 16632.580824141416)","(71, 13484.69473119874)",1.6613524523863006,-0.11619351870706118

centsheadlin,"(16582, 16582)","(16582, 16744.669736258453)","(0, 0.0)",1.1036389009424012,-1.0

against,"(8073, 16430)","(7959, 16324.588768324336)","(114, 27175.262664400514)",1.8233615976393671,0.3206230717582279

him,"(6512, 16389)","(6405, 16268.039407256281)","(107, 28719.311679423274)",2.038207472074182,0.365042370117868

made,"(10095, 16120)","(9993, 16106.469804204698)","(102, 17499.222170257908)",1.5998737947655053,0.043208884107968526

last,"(9708, 15966)","(9589, 15937.831531019609)","(119, 18837.39798327763)",1.6389594153712725,0.09071482631026617

inform,"(8727, 15925)","(8680, 15991.351462030445)","(47, 9161.357489135022)",1.7454752995844598,-0.3564043867784561

global,"(4849, 15799)","(4826, 15903.497990371146)","(23, 5146.830050075855)",2.3330236821346126,-0.7798469768949842

own,"(8872, 15748)","(8796, 15757.07553760565)","(76, 14822.870544218464)",1.728998777493068,-0.03150185667660166

help,"(10414, 15450)","(10334, 15485.436642475175)","(80, 11837.709115174466)",1.5687663292250593,-0.15286468632735695

go,"(9032, 15159)","(8946, 15175.42496661995)","(86, 13484.69473119874)",1.71112739680251,-0.06260871373958798

did,"(8119, 14996)","(8020, 14937.109802118865)","(99, 20999.06660430949)",1.817680536059456,0.20017609062294062

everi,"(8643, 14973)","(8573, 14999.718023301353)","(70, 12249.455519180536)",1.7551459981322375,-0.11179138135735944

food,"(4855, 14739)","(4843, 14867.43291080287)","(12, 1646.9856160242737)",2.3317873588022584,-0.999347197679126

american,"(6675, 14437)","(6591, 14330.213980656355)","(84, 25322.403846373207)",2.013489020711383,0.365770830030558

same,"(8672, 14416)","(8580, 14427.155742487306)","(92, 13278.821529195706)",1.7517967237565546,-0.04321238481539125

still,"(8780, 14386)","(8698, 14384.743721686265)","(82, 14514.060741213912)",1.7394213208905571,0.004494906239209895

presid,"(6090, 14326)","(5988, 14041.40831520165)","(102, 43336.3090216387)",2.1051943160431588,0.7791332712020278

unit,"(6331, 14223)","(6242, 14105.026346403212)","(89, 26248.83325538686)",2.0663910707356012,0.4057206983116335

war,"(4708, 14168)","(4651, 14005.055154515045)","(57, 30778.043699453614)",2.362526198461012,0.5362087192007341

around,"(8953, 14077)","(8883, 14103.006726365067)","(70, 11425.962711168399)",1.7199114774787496,-0.11661445001316195

someth,"(9637, 14025)","(9583, 14080.790905945474)","(54, 8337.864681122885)",1.6462990116672342,-0.3313894475818666

under,"(8374, 13966)","(8308, 13976.780473981018)","(66, 12867.075125189638)",1.7867599874897933,-0.043095187431233306

whi,"(8143, 13891)","(8058, 13906.09377264595)","(85, 12352.392120182052)",1.814729266716976,-0.06280793431257903

god,"(3380, 13852)","(3285, 13594.06247675258)","(95, 40145.27439059167)",2.693821905091579,0.7515789229132306

between,"(8678, 13825)","(8597, 13802.083340681493)","(81, 16161.046357238185)",1.7511051687676626,0.0852493529809275

dure,"(8241, 13715)","(8141, 13681.915948411877)","(100, 17087.47576625184)",1.8027678396076918,0.12381618153753204

thing,"(7443, 13668)","(7382, 13701.102338774253)","(61, 10293.66010015171)",1.904601233100543,-0.1640167239789333

part,"(8587, 13513)","(8489, 13488.032424749978)","(98, 16058.109756236669)",1.7616454813247697,0.09498529181269655

great,"(7581, 13496)","(7515, 13522.36596539844)","(66, 10808.343105159296)",1.8862327992888237,-0.1248966412795075

sinc,"(8439, 13343)","(8345, 13331.511871793757)","(94, 14514.060741213912)",1.7790288485492392,0.0443225834276717

law,"(5477, 13277)","(5419, 13276.982130763849)","(58, 13278.821529195706)",2.211264679916345,6.927020051694655e-05

doe,"(8207, 13224)","(8135, 13234.570109962808)","(72, 12146.518918179017)",1.8069015338380798,-0.044758676623088745

public,"(6644, 13083)","(6578, 13054.82392656792)","(66, 15955.17315523515)",2.018143264467217,0.11062876786455478

anoth,"(8586, 12963)","(8510, 12958.891974756043)","(76, 13381.758130197224)",1.761761928294951,0.016314228012596077

system,"(5892, 12937)","(5863, 13015.441335824098)","(29, 4940.956848072821)",2.138240830430753,-0.6734868655876646

say,"(7996, 12833)","(7908, 12813.479332009618)","(88, 14822.870544218464)",1.8329440294673176,0.07824898062583685

long,"(8127, 12832)","(8070, 12870.028693077673)","(57, 8955.484287131989)",1.8166958115180967,-0.21514104772222054

off,"(8099, 12729)","(8033, 12758.94959097971)","(66, 9676.040494142608)",1.8201465981469478,-0.1579722240762843

end,"(8217, 12726)","(8158, 12767.028071132288)","(59, 8543.73788312592)",1.805683966630157,-0.24224439704211576

both,"(8048, 12671)","(7970, 12669.076499282266)","(78, 12867.075125189638)",1.8264627214901348,0.007814089524254442

without,"(8229, 12645)","(8168, 12675.1353593967)","(61, 9573.103893141091)",1.8042248401446996,-0.16061513997124766

power,"(5709, 12473)","(5652, 12482.261645753873)","(57, 11528.899312169915)",2.169786468778729,-0.04132308763362136

research,"(5197, 12466)","(5165, 12540.830626860072)","(32, 4838.020247071304)",2.263729831225372,-0.6618342263188529

never,"(7559, 12314)","(7475, 12269.191731729597)","(84, 16881.602564248806)",1.8891385878109597,0.18578429752039471

few,"(7777, 12234)","(7730, 12287.3683120729)","(47, 6793.8156661001285)",1.8607109130017174,-0.3836267857525205

realli,"(7208, 12102)","(7142, 12101.563268563581)","(66, 12146.518918179017)",1.9366788885524615,0.0018574293633830674

water,"(3788, 11994)","(3768, 12088.435738315638)","(20, 2367.5418230348932)",2.5798944815520377,-0.9675837487269228

each,"(7255, 11890)","(7203, 11933.934805397563)","(52, 7411.435272109232)",1.930180511012372,-0.2959754155110009

money,"(5149, 11694)","(5114, 11745.100331831025)","(35, 6485.005863095577)",2.2730068734652895,-0.38469469342014495

media,"(5991, 11632)","(5919, 11587.56996885573)","(72, 16161.046357238185)",2.121581070433928,0.1948215225368728

post,"(8450, 11551)","(8332, 11460.33390645261)","(118, 20793.193402306457)",1.777726395016628,0.38607644557009047

health,"(4479, 11438)","(4449, 11470.432006643334)","(30, 8131.991479119852)",2.4123776378218,-0.20243074158140262

found,"(6937, 11434)","(6876, 11444.17694614745)","(61, 10396.596701153228)",1.974995043608847,-0.05033833851187541

must,"(6347, 11213)","(6287, 11212.930451779872)","(60, 11220.089509165364)",2.0638674498949916,0.00031923221021878945

high,"(6569, 11199)","(6515, 11230.097222104103)","(54, 8029.054878118334)",2.0294939523473086,-0.19674207145995715

too,"(7106, 11182)","(7027, 11171.528240997905)","(79, 12249.455519180536)",1.9509287210477928,0.048207001453567155

am,"(5683, 11178)","(5641, 11217.979501875234)","(42, 7102.625469104681)",2.1743502021038568,-0.2818646854428887

free,"(6853, 11095)","(6815, 11144.26337048295)","(38, 6073.259459089509)",1.9871759920617362,-0.39481057194475033

find,"(7363, 11011)","(7307, 11037.223508461277)","(56, 8337.864681122885)",1.9154061625731988,-0.1604743134969765

might,"(6478, 10740)","(6412, 10707.015632224602)","(66, 14102.314337207843)",2.0434413935988065,0.15723941434748734

place,"(6687, 10592)","(6628, 10618.152350546232)","(59, 7926.118277116817)",2.011693177604418,-0.16820658909490283

keep,"(6606, 10415)","(6560, 10457.59255751372)","(46, 6073.259459089509)",2.023878177032549,-0.34605395838197306

three,"(6803, 10390)","(6752, 10423.25901686526)","(51, 6999.688868103163)",1.9944976337656146,-0.23979028778243638

compani,"(4529, 10135)","(4513, 10204.130242726551)","(16, 3088.098030045513)",2.401278991121666,-0.8184719123565403

feder,"(4110, 10128)","(4082, 10178.884992249741)","(28, 4940.956848072821)",2.498332372826496,-0.4854208406608186

obama,"(3278, 10092)","(3252, 10096.080570685805)","(26, 9676.040494142608)",2.7244540109278867,-0.021701755328346728

hous,"(4900, 10043)","(4845, 9977.932798454334)","(55, 16675.72936224577)",2.3225633357097104,0.32357089511856985

next,"(6846, 10016)","(6803, 10052.65873986569)","(43, 6279.1326610925435)",1.9881978004594028,-0.291753165562063

look,"(6643, 10000)","(6595, 10031.45272946517)","(48, 6793.8156661001285)",2.018293762616374,-0.23386883005604664

million,"(4590, 9847)","(4547, 9869.883126413588)","(43, 7514.371873110748)",2.387903358651384,-0.155462816973701

countri,"(5662, 9703)","(5589, 9658.832832427457)","(73, 14205.250938209361)",2.1780515599674852,0.23109911632588598

industri,"(3517, 9696)","(3504, 9772.941364582637)","(13, 1852.858818027308)",2.6541019342751544,-0.9725446937225041

today,"(6455, 9647)","(6401, 9656.813212389312)","(54, 8646.674484127438)",2.0469975851132967,-0.05834563595311615

best,"(6362, 9524)","(6312, 9545.734110291349)","(50, 7308.4986711077145)",2.0615073254436838,-0.15187301273037457

militari,"(3573, 9500)","(3542, 9478.076839013498)","(31, 11734.77251417295)",2.638309609227834,0.11848895200693499

accord,"(6248, 9462)","(6153, 9411.429377754721)","(95, 14616.997342215429)",2.0795855520488313,0.2697142706699196

man,"(4738, 9442)","(4676, 9437.684438250602)","(62, 9881.913696145642)",2.3561757611671217,0.02353052069816397

put,"(6472, 9420)","(6404, 9411.429377754721)","(68, 10293.66010015171)",2.044367877196834,0.046835885500131846

becom,"(6255, 9417)","(6196, 9421.527477945445)","(59, 8955.484287131989)",2.0784660176581577,-0.026014117592984998

control,"(5113, 9411)","(5078, 9447.782538441326)","(35, 5661.513055083441)",2.280021574585294,-0.3224569088541306

real,"(5792, 9378)","(5757, 9412.439187773793)","(35, 5867.386257086475)",2.1553554512496333,-0.2932315207421714

north,"(3729, 9338)","(3700, 9385.174317258838)","(29, 4529.210444066753)",2.5955879624803195,-0.4900087011266253

order,"(5591, 9311)","(5548, 9341.752486438725)","(43, 6176.196060091026)",2.1906681179669736,-0.25080411650037693

littl,"(6116, 9249)","(6065, 9267.026545027367)","(51, 7411.435272109232)",2.100934877418394,-0.12453448749714169

busi,"(5131, 9202)","(5108, 9263.99711497015)","(23, 2882.2248280424787)",2.276508073283927,-0.8030318198123293

big,"(5769, 9201)","(5733, 9243.800914588703)","(36, 4838.020247071304)",2.159333594035788,-0.4262694827239114

earth,"(3486, 9153)","(3460, 9211.486993978386)","(26, 3191.0346310470304)",2.6629525601991775,-0.7367524109290776

howev,"(6277, 9150)","(6205, 9127.672762395378)","(72, 11425.962711168399)",2.0749556184955495,0.12523585490634814

china,"(2907, 9129)","(2899, 9196.3398436923)","(8, 2264.6052220333763)",2.8445230584526624,-0.9105017393264703

alway,"(6098, 9111)","(6047, 9126.662952376304)","(51, 7514.371873110748)",2.1038817861177286,-0.10687081416388311

told,"(5673, 9065)","(5558, 8935.808858771623)","(115, 22234.305816327695)",2.1761110449458223,0.6316235054237085

number,"(5678, 9033)","(5627, 9060.015491117527)","(51, 6279.1326610925435)",2.1752302359539506,-0.21788865073797303

alreadi,"(6020, 8957)","(5971, 8978.220879572662)","(49, 6793.8156661001285)",2.1167530385469675,-0.15939341762001924

case,"(5484, 8943)","(5419, 8882.288927760785)","(65, 15131.680347223015)",2.20998768032658,0.3379615816408985

group,"(4953, 8907)","(4883, 8868.151587493772)","(70, 12867.075125189638)",2.3118074888561884,0.22172107982122813

import,"(5981, 8888)","(5932, 8900.46550810409)","(49, 7617.308474112266)",2.123251328542996,-0.08402779983061581

home,"(5086, 8882)","(5027, 8864.112347417482)","(59, 10705.40650415778)",2.2853150818290917,0.10349043526062296

1,"(5053, 8781)","(5028, 8829.77880676902)","(25, 3808.654237056133)",2.291823210350015,-0.5778128277351247

love,"(3948, 8772)","(3891, 8731.827234919)","(57, 12867.075125189638)",2.5385353005777036,0.23246306610377698

polic,"(2986, 8727)","(2951, 8747.984195224157)","(35, 6587.942464097095)",2.8177199883481348,-0.16248596883348132

major,"(5456, 8724)","(5412, 8744.95476516694)","(44, 6587.942464097095)",2.215105492304909,-0.1622621084900696

famili,"(4505, 8716)","(4443, 8658.111103526713)","(62, 14616.997342215429)",2.4065909710323,0.33115201547655393

within,"(5378, 8656)","(5330, 8669.21901373651)","(48, 7308.4986711077145)",2.2295019314937106,-0.09282366250948515

better,"(5972, 8641)","(5934, 8669.21901373651)","(38, 5764.4496560849575)",2.1247569498124306,-0.24675596015779422

percent,"(3063, 8639)","(3015, 8542.992761352461)","(48, 18425.65157927156)",2.792269117006661,0.521506861370753

polit,"(4413, 8638)","(4350, 8570.257631867415)","(63, 15543.426751229083)",2.427219042662188,0.3857724596406533

chang,"(5170, 8615)","(5122, 8624.787372897325)","(48, 7617.308474112266)",2.2689375735818276,-0.0660346629739057

data,"(3835, 8522)","(3817, 8583.385162115357)","(18, 2264.6052220333763)",2.567566779925051,-0.8842916713494926

growth,"(3257, 8506)","(3248, 8579.345922039067)","(9, 1029.366010015171)",2.7308788020422314,-0.998695711216787

again,"(5601, 8488)","(5542, 8485.433590265335)","(59, 8749.611085128954)",2.1888814779819694,0.01556527170383104

until,"(5800, 8466)","(5751, 8476.345300093682)","(49, 7411.435272109232)",2.153975450685627,-0.07171901581558326

actual,"(5679, 8437)","(5629, 8457.158909731306)","(50, 6382.069262094061)",2.1750541672162607,-0.16115459705178037

far,"(5961, 8422)","(5907, 8443.021569464294)","(54, 6279.1326610925435)",2.1266002374179283,-0.1706226818824903

yet,"(5868, 8284)","(5809, 8280.442156393638)","(59, 8646.674484127438)",2.1423217053193064,0.02211069357631623

children,"(3653, 8253)","(3599, 8189.559254677122)","(54, 14719.933943216945)",2.6161731805780613,0.37883713585563217

small,"(5122, 8239)","(5089, 8283.471586450854)","(33, 3705.717636054616)",2.27826328084898,-0.5494973284454978

light,"(4005, 8192)","(3980, 8233.990895516308)","(25, 3911.5908380576498)",2.524204805939913,-0.5024003734941087

analysi,"(2925, 8146)","(2882, 8167.34343425753)","(43, 5970.322858087992)",2.838352527064246,-0.18194652370449615

top,"(5293, 8113)","(5255, 8132.0000835899955)","(38, 6176.196060091026)",2.245430012492986,-0.15702403774520413

cours,"(5530, 8090)","(5481, 8091.6076828271)","(49, 7926.118277116817)",2.2016362946658283,-0.010439119650699324

video,"(4653, 8068)","(4610, 8069.391862407508)","(43, 7926.118277116817)",2.374274453885891,-0.009037821492728693

social,"(4130, 8031)","(4085, 8044.146611930698)","(45, 6690.879065098612)",2.4934792900927585,-0.10078444966086508

full,"(5828, 7966)","(5786, 7996.685541034295)","(42, 4838.020247071304)",2.149160390910585,-0.3153200750201671

im,"(4183, 7946)","(4148, 7965.381430443051)","(35, 5970.322858087992)",2.4807313783775244,-0.16554370801388618

energi,"(3088, 7849)","(3083, 7907.822259355924)","(5, 1852.858818027308)",2.784143219079468,-0.9266222807201879

away,"(5473, 7841)","(5415, 7836.125748001784)","(58, 8337.864681122885)",2.2119951267996836,0.03200354386097293

ever,"(5523, 7833)","(5468, 7844.204228154364)","(55, 6690.879065098612)",2.202902667220914,-0.08597360252792963

2,"(4847, 7815)","(4818, 7845.214038173436)","(29, 4735.0836460697865)",2.333436129811161,-0.31709447907915544

live,"(5157, 7791)","(5097, 7778.566576914658)","(60, 9058.420888133505)",2.271454710797484,0.08208290898309167

econom,"(3635, 7690)","(3611, 7721.007405827531)","(24, 4529.210444066753)",2.621111326740832,-0.33846409112553855

least,"(5594, 7687)","(5539, 7690.71310525536)","(55, 7308.4986711077145)",2.1901317907229965,-0.026142670473388918

onc,"(5633, 7622)","(5584, 7631.134314130088)","(49, 6690.879065098612)",2.1831855867527117,-0.07014855114652163

enough,"(5364, 7586)","(5303, 7574.5849530620335)","(61, 8749.611085128954)",2.2321079901902103,0.07740855935800006

abl,"(5196, 7571)","(5149, 7580.643813176468)","(47, 6587.942464097095)",2.263922227716654,-0.07520005420748965

white,"(3707, 7556)","(3665, 7490.770721479025)","(42, 14205.250938209361)",2.6015033893718975,0.4204047259854067

less,"(5204, 7541)","(5161, 7554.388752680586)","(43, 6176.196060091026)",2.2623840912498983,-0.11111226009642972

histori,"(4561, 7487)","(4506, 7466.535281021288)","(55, 9573.103893141091)",2.39423996159576,0.14013898718614448

key,"(3985, 7452)","(3958, 7477.643191231084)","(27, 4838.020247071304)",2.5292096961449113,-0.2662282256878985

past,"(5390, 7427)","(5335, 7419.074210124885)","(55, 8234.928080121368)",2.227273559696411,0.05492819452269471

sever,"(5461, 7408)","(5409, 7409.985919953234)","(52, 7205.562070106197)",2.214189674232254,-0.014184191163069682

lot,"(4906, 7377)","(4871, 7405.946679876944)","(35, 4426.273843065235)",2.3213398694776934,-0.3244290710664731

read,"(5199, 7328)","(5163, 7348.387508789818)","(36, 5249.766651077372)",2.2633451492564425,-0.19725762532288849

noth,"(5143, 7266)","(5103, 7282.749857550112)","(40, 5558.576454081924)",2.274172578557368,-0.15385963642661282

known,"(5054, 7233)","(4999, 7233.269166615564)","(55, 7205.562070106197)",2.2916253707577106,-0.001922616313649761

2016,"(3889, 7230)","(3853, 7248.41631690165)","(36, 5352.70325207889)",2.553588141187335,-0.17525197764654143

10,"(4957, 7227)","(4926, 7253.465366997012)","(31, 4529.210444066753)",2.3110004025953925,-0.29199223520746964

often,"(4934, 7220)","(4873, 7206.00429610061)","(61, 8646.674484127438)",2.3156500693234827,0.09963153880517273

feel,"(4213, 7218)","(4166, 7221.151446386696)","(47, 6896.752267101646)",2.473586959905309,-0.02351392152786047

left,"(4846, 7148)","(4790, 7135.317594765542)","(56, 8440.801282124403)",2.3336424174593886,0.09122608068956839

futur,"(4568, 7148)","(4531, 7158.543225204207)","(37, 6073.259459089509)",2.3927067564592495,-0.08911235508849047

given,"(4916, 7144)","(4852, 7130.26854467018)","(64, 8543.73788312592)",2.31930407960092,0.09879422292718965

oil,"(2014, 7037)","(2004, 7086.846713850067)","(10, 1955.7954190288249)",3.211354183469355,-0.8647189623400318

avail,"(5061, 7036)","(5033, 7064.630893430474)","(28, 4117.464040060684)",2.2902415884628073,-0.34335075625518197

bill,"(3283, 7023)","(3252, 7025.248302686651)","(31, 6793.8156661001285)",2.722930363631662,-0.0170309491970958

act,"(3672, 6970)","(3637, 6975.767611752104)","(35, 6382.069262094061)",2.610987013260167,-0.04647948401521329

seen,"(4941, 6957)","(4890, 6951.532171294366)","(51, 7514.371873110748)",2.3142326633436627,0.04046103887189667

second,"(4615, 6953)","(4572, 6970.718561656742)","(43, 5146.830050075855)",2.382472812678841,-0.17535437736585635

appear,"(6271, 6948)","(6249, 6990.91476203819)","(22, 2573.4150250379275)",2.0759117786295906,-0.695378294750276

come,"(5201, 6934)","(5162, 6955.571411370656)","(39, 4735.0836460697865)",2.262960615210828,-0.23026743984099096

jesu,"(1637, 6923)","(1569, 6796.021428357218)","(68, 19866.7639932928)",3.4184859717996976,0.7450104618568794

nuclear,"(1696, 6902)","(1673, 6858.629649539706)","(23, 11323.026110166882)",3.3831020933930636,0.31443401065030696

product,"(3324, 6901)","(3321, 6963.649891523235)","(3, 514.6830050075855)",2.710523256584608,-0.9999927668413827

truth,"(3757, 6848)","(3707, 6808.139148586086)","(50, 10911.279706160813)",2.588109494892027,0.29253917262300444

financi,"(3155, 6814)","(3137, 6845.502119291765)","(18, 3602.7810350530985)",2.762685917268425,-0.42192389150978893

got,"(4468, 6809)","(4416, 6804.0999085097965)","(52, 7308.4986711077145)",2.414835959356626,0.03704883106695367

though,"(4932, 6801)","(4880, 6784.913518147421)","(52, 8440.801282124403)",2.316055411742036,0.12142508144325026

person,"(4127, 6742)","(4076, 6745.530927403598)","(51, 6382.069262094061)",2.494205752736099,-0.028467527226364697

right,"(3587, 6731)","(3546, 6704.12871662163)","(41, 9470.167292139573)",2.634400190939932,0.20341621955723932

sure,"(4807, 6701)","(4771, 6726.344537041222)","(36, 4117.464040060684)",2.3417210097426437,-0.3066166869445014

depart,"(3550, 6699)","(3514, 6693.020806411833)","(36, 7308.4986711077145)",2.6447655907823253,0.045946705282531086

old,"(4219, 6697)","(4179, 6705.138526640702)","(40, 5867.386257086475)",2.472164180978523,-0.07126954785778017

3,"(4385, 6680)","(4371, 6728.364157079367)","(14, 1749.9222170257908)",2.43358255587476,-0.8901141513589681

follow,"(4795, 6679)","(4759, 6693.020806411833)","(36, 5249.766651077372)",2.344219917771327,-0.13659962073123877

among,"(4797, 6636)","(4738, 6620.314485038621)","(59, 8234.928080121368)",2.3438029992103275,0.12134300046545343

doesnt,"(4706, 6562)","(4660, 6571.843604123146)","(46, 5558.576454081924)",2.362950998280488,-0.09089292978572905

process,"(4198, 6539)","(4167, 6555.686643817988)","(31, 4838.020247071304)",2.477152788815573,-0.1756760247444219

across,"(4789, 6538)","(4747, 6550.637593722626)","(42, 5249.766651077372)",2.3454717173965176,-0.12326787248635163

upon,"(3850, 6481)","(3824, 6512.264812997874)","(26, 3293.9712320485473)",2.5636641836512926,-0.45303518669286713

mind,"(4037, 6471)","(4016, 6507.215762902512)","(21, 2779.288227040962)",2.516248721109124,-0.5854153582715342

true,"(4244, 6469)","(4197, 6454.705641910748)","(47, 7926.118277116817)",2.4662576288162694,0.11348880568377284

cant,"(4631, 6448)","(4591, 6452.686021872603)","(40, 5970.322858087992)",2.3790126764440305,-0.040374780180889136

everyth,"(4437, 6433)","(4394, 6438.54868160559)","(43, 5867.386257086475)",2.4217966484992255,-0.048634246455399044

intern,"(3706, 6412)","(3660, 6373.920840384956)","(46, 10293.66010015171)",2.6017731056320286,0.2981451777833526

medic,"(2585, 6404)","(2561, 6429.460391433938)","(24, 3808.654237056133)",2.961872056065889,-0.331096577614166

came,"(4495, 6368)","(4429, 6344.636349831857)","(66, 8749.611085128954)",2.408812651091223,0.1872909746884608

russia,"(2420, 6365)","(2398, 6337.56767969835)","(22, 9161.357489135022)",3.0278010230794967,0.21916787313159825

els,"(5552, 6336)","(5526, 6368.871790289594)","(26, 2985.161429043996)",2.1976666750470124,-0.5129721543515362

open,"(4102, 6330)","(4063, 6339.587299736495)","(39, 5352.70325207889)",2.500280219854668,-0.09192532248191865

death,"(3285, 6297)","(3242, 6287.07717874473)","(43, 7308.4986711077145)",2.7223215541397816,0.08105362187793208

