,freq,fake,reliable,idf_weight,fakeness_score
no,"(16517, 39623)","(16355, 39622.081267392845)","(162, 39719.65276509386)",1.1075662560562511,0.0012312761630952629

like,"(16505, 38605)","(16366, 38699.39324277064)","(139, 28674.61563255439)",1.1082929958730008,-0.17304338571357336

some,"(16627, 38406)","(16491, 38432.88379145744)","(136, 35577.763840391555)",1.1009289701034692,-0.04010354167724561

into,"(17104, 38365)","(16990, 38467.20697836899)","(114, 27612.592831348673)",1.0726463407718791,-0.19405928645299475

other,"(17717, 38027)","(17575, 38034.129119985046)","(142, 37277.00032232071)",1.0374362894763571,-0.01015509246816848

time,"(16584, 37364)","(16452, 37484.95812940027)","(132, 24638.92898797266)",1.1035183035025387,-0.2549367077517689

two,"(24528, 37108)","(24423, 37274.98098594139)","(105, 19541.219542185212)",0.7121628375984655,-0.42497882157498246

market,"(5525, 36802)","(5517, 37136.678732797795)","(8, 1593.034201808577)",2.202540682818489,-0.9999999995915977

had,"(13636, 36708)","(13475, 36430.02488461886)","(161, 65951.6159548751)",1.2992289855882084,0.3843742516127815

these,"(15622, 36553)","(15511, 36614.764390642784)","(111, 30055.245274121822)",1.1632724171995603,-0.10869326282359659

just,"(16309, 36163)","(16172, 36240.23785110795)","(137, 28037.401951830958)",1.1202384576061712,-0.14524922352749026

than,"(16404, 35720)","(16248, 35747.59916837749)","(156, 32816.50455725669)",1.1144307433311302,-0.044629182781030674

them,"(14540, 35189)","(14401, 35197.41867229532)","(139, 34303.33647894469)",1.2350438828143309,-0.013031262752528971

how,"(15284, 32695)","(15147, 32707.978115710674)","(137, 31329.672635568684)",1.1851445077449567,-0.021993259187990666

mani,"(16400, 31716)","(16254, 31712.605695275775)","(146, 32073.088596412686)",1.1146745996765663,0.005683528863374088

think,"(22923, 31335)","(22842, 31474.362397889734)","(81, 16673.757978929774)",0.779834246507723,-0.4168135010845191

over,"(15580, 31083)","(15446, 31110.94041882628)","(134, 28143.60423195153)",1.16596436414023,-0.052668988499289915

said,"(12640, 30995)","(12450, 30615.27321960363)","(190, 70943.12312054198)",1.3750695951794623,0.5774463359862694

now,"(14892, 30669)","(14767, 30700.071681385103)","(125, 27400.188271107527)",1.211124986983069,-0.06014376021515144

onli,"(15302, 30666)","(15155, 30658.681955991764)","(147, 31435.874915689255)",1.1839675831741925,0.012674245811395757

ani,"(13968, 28960)","(13857, 29004.10244575566)","(111, 24320.322147610947)",1.2751752579997866,-0.09599702380978647

most,"(14350, 28431)","(14234, 28500.35920255382)","(116, 21134.25374399379)",1.2481964111080994,-0.17252634841320602

first,"(15937, 28332)","(15807, 28370.132993389416)","(130, 24320.322147610947)",1.1433105361593103,-0.08306795176599924

even,"(13675, 28177)","(13541, 28158.136838935738)","(134, 30161.447554242393)",1.2963732215982688,0.035557504317276

may,"(12764, 28017)","(12661, 28089.490465112638)","(103, 20390.83778314979)",1.3653081208445066,-0.1865662886545456

becaus,"(12996, 27929)","(12867, 27909.79848657571)","(129, 29949.04299400125)",1.347296749775044,0.03651652610702105

fact,"(21900, 27452)","(21841, 27629.155958298932)","(59, 8814.789250007461)",0.825486141556588,-0.7884057125962894

world,"(11286, 27110)","(11195, 27157.716891013846)","(91, 22090.074265078936)",1.488362524743749,-0.11420364373849845

those,"(12668, 26317)","(12524, 26251.180954350013)","(144, 33241.31367773898)",1.3728570475565653,0.13235825292624148

after,"(13497, 26001)","(13352, 25897.854030260543)","(145, 36852.19120183842)",1.3094740706294103,0.20839339582510896

could,"(12311, 25822)","(12203, 25835.264689421838)","(108, 24426.524427731518)",1.4014404867673074,-0.02882829125428399

be,"(12712, 25187)","(12588, 25210.38078653218)","(124, 22727.287945802367)",1.3693900475271232,-0.05457373005885602

see,"(11704, 24043)","(11614, 24085.791662430278)","(90, 19541.219542185212)",1.4519983611642266,-0.1157604122632101

me,"(9036, 23752)","(8938, 23763.759408760165)","(98, 22514.883385561225)",1.7106846789504293,-0.02772734569637003

veri,"(11381, 23613)","(11292, 23691.075012947473)","(89, 15399.330617482912)",1.479981059483665,-0.2629027883190763

stori,"(19365, 23542)","(19315, 23664.827870015113)","(50, 10620.228012057181)",0.9484988905631992,-0.5470343291005955

make,"(12643, 23511)","(12548, 23573.97237524925)","(95, 16886.162539170917)",1.374832302216458,-0.19547780878344512

then,"(11645, 23457)","(11544, 23491.192924462575)","(101, 19859.82638254693)",1.4570516454108933,-0.09117105484804355

know,"(11268, 21977)","(11174, 21993.086766323235)","(94, 20284.635503029218)",1.489958538595452,-0.04208707735880046

her,"(6253, 21142)","(6152, 20878.592697195312)","(101, 48853.048855463036)",2.078785756753782,0.5849348582869147

such,"(11579, 21069)","(11461, 21048.189620758258)","(118, 23258.299346405227)",1.4627348977419994,0.05245299885542476

add,"(18346, 20475)","(18337, 20659.530004259843)","(9, 1062.0228012057182)",1.0025514815640497,-0.9999999806360599

through,"(11139, 20403)","(11049, 20437.43879483218)","(90, 16779.960259050345)",1.5014717943086158,-0.10855408743244499

well,"(11824, 20328)","(11743, 20396.049069438843)","(81, 13169.082734950905)",1.441798614426287,-0.26770629883552843

use,"(10068, 20010)","(10005, 20122.473079643853)","(63, 8177.575569284029)",1.6025516770711474,-0.6232761716430462

where,"(11259, 19990)","(11166, 20013.44648592482)","(93, 17523.376219894348)",1.4907575017613661,-0.07093064258820936

should,"(10515, 19867)","(10410, 19841.83055136708)","(105, 22514.883385561225)",1.5591155892865918,0.06725733776147802

much,"(10757, 19346)","(10665, 19368.37247308719)","(92, 16992.36481929149)",1.536364046212229,-0.06980028833224228

state,"(8217, 19177)","(8125, 19079.65390083123)","(92, 29418.03159339839)",1.805683966630157,0.2644869781823673

dont,"(9843, 19043)","(9766, 19059.463790883256)","(77, 17310.971659653205)",1.6251507144787678,-0.050459534384096005

reader,"(17645, 18540)","(17642, 18711.184394280783)","(3, 531.0114006028591)",1.0415082096376036,-0.9999999999999973

befor,"(11144, 18406)","(11044, 18403.28521757425)","(100, 18691.60130122064)",1.5010230659970998,0.007833117384606236

day,"(9669, 18315)","(9593, 18364.924008673104)","(76, 13062.880454830332)",1.6429843547547798,-0.20020213929208897

year,"(9208, 18212)","(9118, 18242.77384348789)","(90, 14974.521497000625)",1.691830879805535,-0.10869596993175645

here,"(10535, 17676)","(10444, 17718.84049033808)","(91, 13169.082734950905)",1.5572155497641744,-0.1710459247051972

she,"(5463, 17517)","(5376, 17317.057302373483)","(87, 38551.42768376757)",2.213823581716588,0.5463095310743564

while,"(10803, 17461)","(10689, 17429.112412584716)","(114, 20815.646903632074)",1.5320973137094382,0.0968471584364643

life,"(8045, 17329)","(7949, 17180.774060224692)","(96, 32922.70683737726)",1.8268355034418646,0.4285559564609256

news,"(9575, 16797)","(9493, 16777.9813667627)","(82, 18797.80358134121)",1.6527525944533987,0.060120056294516555

back,"(9703, 16646)","(9618, 16646.745652100897)","(85, 16567.555698809203)",1.6394745288106394,-0.0023899060296714847

down,"(9493, 16602)","(9422, 16627.565047650325)","(71, 13912.498695794908)",1.6613524523863006,-0.09726801154008202

centsheadlin,"(16582, 16582)","(16582, 16739.620157861555)","(0, 0.0)",1.1036389009424012,-1.0

against,"(8073, 16430)","(7959, 16319.665870943789)","(114, 28037.401951830958)",1.8233615976393671,0.34433873572040574

him,"(6512, 16389)","(6405, 16263.133563089474)","(107, 29630.436153639537)",2.038207472074182,0.38929553188023736

made,"(10095, 16120)","(9993, 16101.612683505718)","(102, 18054.387620497208)",1.5998737947655053,0.0605648941267205

last,"(9708, 15966)","(9589, 15933.025265440172)","(119, 19435.01726206464)",1.6389594153712725,0.10945697331238202

inform,"(8727, 15925)","(8680, 15986.529056802292)","(47, 9452.002930730892)",1.7454752995844598,-0.3325288848693201

global,"(4849, 15799)","(4826, 15898.702078528624)","(23, 5310.114006028591)",2.3330236821346126,-0.7603401205812574

own,"(8872, 15748)","(8796, 15752.323781405845)","(76, 15293.128337362341)",1.728998777493068,-0.015012002026275284

help,"(10414, 15450)","(10334, 15480.766802605654)","(80, 12213.262213865759)",1.5687663292250593,-0.13297648817126329

go,"(9032, 15159)","(8946, 15170.848614904322)","(86, 13912.498695794908)",1.71112739680251,-0.04519291591837926

did,"(8119, 14996)","(8020, 14932.60531751828)","(99, 21665.26514459665)",1.817680536059456,0.2216920034439389

everi,"(8643, 14973)","(8573, 14995.194658356986)","(70, 12638.071334348046)",1.7551459981322375,-0.09298547472067831

food,"(4855, 14739)","(4843, 14862.949438197786)","(12, 1699.236481929149)",2.3317873588022584,-0.9991361614925977

american,"(6675, 14437)","(6591, 14325.892513581795)","(84, 26125.760909660665)",2.013489020711383,0.3900314374824039

same,"(8672, 14416)","(8580, 14422.805041332049)","(92, 13700.094135553763)",1.7517967237565546,-0.026370014269600728

still,"(8780, 14386)","(8698, 14380.405810441314)","(82, 14974.521497000625)",1.7394213208905571,0.020654187455677153

presid,"(6090, 14326)","(5988, 14037.173941325831)","(102, 44711.15993076073)",2.1051943160431588,0.7978245394604331

unit,"(6331, 14223)","(6242, 14100.772787661936)","(89, 27081.581430745813)",2.0663910707356012,0.43031820623951034

war,"(4708, 14168)","(4651, 14000.831743419487)","(57, 31754.481756050973)",2.362526198461012,0.5608149520902503

around,"(8953, 14077)","(8883, 14098.753776667138)","(70, 11788.453093383472)",1.7199114774787496,-0.09767755044318716

someth,"(9637, 14025)","(9583, 14076.544655724372)","(54, 8602.384689766317)",1.6462990116672342,-0.30785752377136244

under,"(8374, 13966)","(8308, 13972.56558949233)","(66, 13275.285015071477)",1.7867599874897933,-0.026256321818287853

whi,"(8143, 13891)","(8058, 13901.900204674435)","(85, 12744.273614468617)",1.814729266716976,-0.04538631687612049

god,"(3380, 13852)","(3285, 13589.963005978305)","(95, 41418.889247023006)",2.693821905091579,0.7714413266621221

between,"(8678, 13825)","(8597, 13797.921138442392)","(81, 16673.757978929774)",1.7511051687676626,0.10383705769922447

dure,"(8241, 13715)","(8141, 13677.789984251973)","(100, 17629.578500014923)",1.8027678396076918,0.1434634723552921

thing,"(7443, 13668)","(7382, 13696.970588702545)","(61, 10620.228012057181)",1.904601233100543,-0.14384825536314028

part,"(8587, 13513)","(8489, 13483.964928751466)","(98, 16567.555698809203)",1.7616454813247697,0.11384715494868747

great,"(7581, 13496)","(7515, 13518.288115663014)","(66, 11151.239412660041)",1.8862327992888237,-0.10573716000154665

sinc,"(8439, 13343)","(8345, 13327.491576654702)","(94, 14974.521497000625)",1.7790288485492392,0.06171217358655312

law,"(5477, 13277)","(5419, 13272.978279795183)","(58, 13700.094135553763)",2.211264679916345,0.016088288312143817

doe,"(8207, 13224)","(8135, 13230.579048904448)","(72, 12531.869054227474)",1.8069015338380798,-0.027870106532911443

public,"(6644, 13083)","(6578, 13050.887070367518)","(66, 16461.35341868863)",2.018143264467217,0.12992182024584964

anoth,"(8586, 12963)","(8510, 12954.984048114664)","(76, 13806.296415674336)",1.761761928294951,0.032844739557686964

system,"(5892, 12937)","(5863, 13011.516355968977)","(29, 5097.709445787447)",2.138240830430753,-0.6505271379507277

say,"(7996, 12833)","(7908, 12809.615256489282)","(88, 15293.128337362341)",1.8329440294673176,0.09663689210864335

long,"(8127, 12832)","(8070, 12866.147564343597)","(57, 9239.598370489748)",1.8166958115180967,-0.19376911242600403

off,"(8099, 12729)","(8033, 12755.101959629765)","(66, 9983.01433133375)",1.8201465981469478,-0.13795491378476166

end,"(8217, 12726)","(8158, 12763.178003608953)","(59, 8814.789250007461)",1.805683966630157,-0.22029285232454243

both,"(8048, 12671)","(7970, 12665.2559703613)","(78, 13275.285015071477)",1.8264627214901348,0.024078121223488624

without,"(8229, 12645)","(8168, 12671.313003345691)","(61, 9876.812051213179)",1.8042248401446996,-0.14053151665181363

power,"(5709, 12473)","(5652, 12478.497453342581)","(57, 11894.655373504043)",2.169786468778729,-0.024537276191767265

research,"(5197, 12466)","(5165, 12537.048772191694)","(32, 4991.507165666875)",2.263729831225372,-0.6386189155050341

never,"(7559, 12314)","(7475, 12265.491793391502)","(84, 17417.173939773777)",1.8891385878109597,0.20697335112015036

few,"(7777, 12234)","(7730, 12283.662892344675)","(47, 7009.3504879577395)",1.8607109130017174,-0.3594324807535013

realli,"(7208, 12102)","(7142, 12097.913880823357)","(66, 12531.869054227474)",1.9366788885524615,0.017933201283128142

water,"(3788, 11994)","(3768, 12084.790309357175)","(20, 2442.6524427731515)",2.5798944815520377,-0.9621217548741036

each,"(7255, 11890)","(7203, 11930.335968255209)","(52, 7646.5641686811705)",1.930180511012372,-0.2730077092939963

money,"(5149, 11694)","(5114, 11741.558440241693)","(35, 6690.743647596024)",2.2730068734652895,-0.3604890981994975

media,"(5991, 11632)","(5919, 11584.07558264753)","(72, 16673.757978929774)",2.121581070433928,0.21621727778859023

post,"(8450, 11551)","(8332, 11456.877889975323)","(118, 21452.860584355505)",1.777726395016628,0.41052606057091445

health,"(4479, 11438)","(4449, 11466.972944949308)","(30, 8389.980129525173)",2.4123776378218,-0.18134499488747968

found,"(6937, 11434)","(6876, 11440.725802016947)","(61, 10726.430292177753)",1.974995043608847,-0.0332837507437963

must,"(6347, 11213)","(6287, 11209.549043112695)","(60, 11576.048533142328)",2.0638674498949916,0.01634619036224394

high,"(6569, 11199)","(6515, 11226.71063656847)","(54, 8283.777849404602)",2.0294939523473086,-0.17578727785841863

too,"(7106, 11182)","(7027, 11168.159317719357)","(79, 12638.071334348046)",1.9509287210477928,0.06571332488391657

am,"(5683, 11178)","(5641, 11214.596570599688)","(42, 7327.957328319455)",2.1743502021038568,-0.2591458431079243

free,"(6853, 11095)","(6815, 11140.902669289599)","(38, 6265.934527113737)",1.9871759920617362,-0.37050270967270393

find,"(7363, 11011)","(7307, 11033.89508656536)","(56, 8602.384689766317)",1.9154061625731988,-0.14039421503514127

might,"(6478, 10740)","(6412, 10703.786788916059)","(66, 14549.712376518339)",2.0434413935988065,0.1777444342462835

place,"(6687, 10592)","(6628, 10614.950305144992)","(59, 8177.575569284029)",2.011693177604418,-0.14793439890194449

keep,"(6606, 10415)","(6560, 10454.438931058634)","(46, 6265.934527113737)",2.023878177032549,-0.3223148967057542

three,"(6803, 10390)","(6752, 10420.115744147086)","(51, 7221.755048198884)",1.9944976337656146,-0.21788945411239335

compani,"(4529, 10135)","(4513, 10201.053051211617)","(16, 3186.068403617154)",2.401278991121666,-0.8008163981258142

feder,"(4110, 10128)","(4082, 10175.815413776654)","(28, 5097.709445787447)",2.498332372826496,-0.46060365371437206

obama,"(3278, 10092)","(3252, 10093.03596298998)","(26, 9983.01433133375)",2.7244540109278867,-0.005510385661945838

hous,"(4900, 10043)","(4845, 9974.923819794358)","(55, 17204.769379532634)",2.3225633357097104,0.34732718125945916

next,"(6846, 10016)","(6803, 10049.627226601844)","(43, 6478.339087354881)",1.9881978004594028,-0.26885853013222305

look,"(6643, 10000)","(6595, 10028.427611156476)","(48, 7009.3504879577395)",2.018293762616374,-0.2120918288573328

million,"(4590, 9847)","(4547, 9866.90673157272)","(43, 7752.766448801743)",2.387903358651384,-0.13550878401040223

countri,"(5662, 9703)","(5589, 9655.920082616438)","(73, 14655.91465663891)",2.1780515599674852,0.25327409068382556

industri,"(3517, 9696)","(3504, 9769.994203822467)","(13, 1911.6410421702926)",2.6541019342751544,-0.9677392451870394

today,"(6455, 9647)","(6401, 9653.901071621642)","(54, 8920.991530128033)",2.0469975851132967,-0.041054718146594005

best,"(6362, 9524)","(6312, 9542.85546690781)","(50, 7540.361888560598)",2.0615073254436838,-0.13201002832674968

militari,"(3573, 9500)","(3542, 9475.21859858211)","(31, 12107.059933745188)",2.638309609227834,0.13799418453091383

accord,"(6248, 9462)","(6153, 9408.59123575381)","(95, 15080.723777121197)",2.0795855520488313,0.2926240764935326

man,"(4738, 9442)","(4676, 9434.838378686172)","(62, 10195.418891574895)",2.3561757611671217,0.04028520976899452

put,"(6472, 9420)","(6404, 9408.59123575381)","(68, 10620.228012057181)",2.044367877196834,0.06430107396854723

becom,"(6255, 9417)","(6196, 9418.686290727795)","(59, 9239.598370489748)",2.0784660176581577,-0.009691022624282564

control,"(5113, 9411)","(5078, 9444.933433660157)","(35, 5841.12540663145)",2.280021574585294,-0.29905891072635726

real,"(5792, 9378)","(5757, 9409.60074125121)","(35, 6053.529966872594)",2.1553554512496333,-0.2703111640324004

north,"(3729, 9338)","(3700, 9382.344092821451)","(29, 4672.90032530516)",2.5955879624803195,-0.46518672030339103

order,"(5591, 9311)","(5548, 9338.935356433316)","(43, 6372.136807234308)",2.1906681179669736,-0.2286785335983711

littl,"(6116, 9249)","(6065, 9264.23194962583)","(51, 7646.5641686811705)",2.100934877418394,-0.10538467588214973

busi,"(5131, 9202)","(5108, 9261.203433133634)","(23, 2973.663843376011)",2.276508073283927,-0.7845914490897045

big,"(5769, 9201)","(5733, 9241.013323185663)","(36, 4991.507165666875)",2.159333594035788,-0.4016993867672307

earth,"(3486, 9153)","(3460, 9208.709147268914)","(26, 3292.2706837377264)",2.6629525601991775,-0.7155836085405647

howev,"(6277, 9150)","(6205, 9124.92019098484)","(72, 11788.453093383472)",2.0749556184955495,0.1449207621227957

china,"(2907, 9129)","(2899, 9193.566564807936)","(8, 2336.45016265258)",2.8445230584526624,-0.8990845173425914

alway,"(6098, 9111)","(6047, 9123.91068548744)","(51, 7752.766448801743)",2.1038817861177286,-0.088199572866267

told,"(5673, 9065)","(5558, 8933.114146479129)","(115, 22939.692506043513)",2.1761110449458223,0.6549792053259476

number,"(5678, 9033)","(5627, 9057.283322659141)","(51, 6478.339087354881)",2.1752302359539506,-0.19645603271677337

alreadi,"(6020, 8957)","(5971, 8975.513377369865)","(49, 7009.3504879577395)",2.1167530385469675,-0.1393404060280543

case,"(5484, 8943)","(5419, 8879.610355117009)","(65, 15611.735177724056)",2.20998768032658,0.36190624832184803

group,"(4953, 8907)","(4883, 8865.47727815343)","(70, 13275.285015071477)",2.3118074888561884,0.2437025853913397

import,"(5981, 8888)","(5932, 8897.781454070182)","(49, 7858.968728922314)",2.123251328542996,-0.06599484518198506

home,"(5086, 8882)","(5027, 8861.439256163836)","(59, 11045.037132539468)",2.2853150818290917,0.12258818018419593

1,"(5053, 8781)","(5028, 8827.116069252288)","(25, 3929.484364461157)",2.291823210350015,-0.5533452724732815

love,"(3948, 8772)","(3891, 8729.194036004636)","(57, 13275.285015071477)",2.5385353005777036,0.2546657031572752

polic,"(2986, 8727)","(2951, 8745.346123963012)","(35, 6796.945927716596)",2.8177199883481348,-0.1423556112682648

major,"(5456, 8724)","(5412, 8742.317607470815)","(44, 6796.945927716596)",2.215105492304909,-0.14213733402070317

famili,"(4505, 8716)","(4443, 8655.500134694546)","(62, 15080.723777121197)",2.4065909710323,0.35500961031836975

within,"(5378, 8656)","(5330, 8666.60469516593)","(48, 7540.361888560598)",2.2295019314937106,-0.07454242293061764

better,"(5972, 8641)","(5934, 8666.60469516593)","(38, 5947.327686752022)",2.1247569498124306,-0.22471213260779943

percent,"(3063, 8639)","(3015, 8540.41650799112)","(48, 19010.208141582356)",2.792269117006661,0.5462042497307538

polit,"(4413, 8638)","(4350, 8567.67315642088)","(63, 16036.544298206343)",2.427219042662188,0.4102195125169923

chang,"(5170, 8615)","(5122, 8622.186453280397)","(48, 7858.968728922314)",2.2689375735818276,-0.04851899016404093

data,"(3835, 8522)","(3817, 8580.79672788706)","(18, 2336.45016265258)",2.567566779925051,-0.8707780882013403

growth,"(3257, 8506)","(3248, 8576.758705897466)","(9, 1062.0228012057182)",2.7308788020422314,-0.9983109149860383

again,"(5601, 8488)","(5542, 8482.874694639408)","(59, 9027.193810248604)",2.1888814779819694,0.03207240752446183

until,"(5800, 8466)","(5751, 8473.78914516282)","(49, 7646.5641686811705)",2.153975450685627,-0.05403859288132695

actual,"(5679, 8437)","(5629, 8454.60854071225)","(50, 6584.541367475453)",2.1750541672162607,-0.14105748021444153

far,"(5961, 8422)","(5907, 8440.475463748671)","(54, 6478.339087354881)",2.1266002374179283,-0.15029107819194465

yet,"(5868, 8284)","(5809, 8277.945078667517)","(59, 8920.991530128033)",2.1423217053193064,0.03882142667281241

